DWT_LSUCNT,DWT_CPICNT,DWT_EXCCNT,DWT_CYCCNT,DWT_SLEEPCNT,DWT_FOLDCNT,LSU_stim,CPI_stim,FLD_stim,EXC_stim,LEGIT,TIME,METADATA,,,,,,,,,,
5221419,5231330,8693,154260011,0,927572,218399,21481,114081,0,0,1402,,,,,,,,,,,
5182423,5677602,10095,180209841,0,1566712,0,45465,308988,59465,1,1638,,,,,,,,,,,
6841447,6900292,10482,222947478,0,1391048,330929,110034,102959,78972,0,2026,,,,,,,,,,,
5188418,5112839,8400,137152946,0,1001151,222677,22313,0,31293,0,1246,,,,,,,,,,,
6065787,6444777,10252,149778348,0,2517953,0,0,0,283974,0,1361,,,,,,,,,,,
5240576,5432105,8602,126771872,0,1738468,58057,0,0,154161,0,1152,,,,,,,,,,,
7025036,7783589,12046,238825387,0,2655315,0,92817,314480,254335,0,2171,,,,,,,,,,,
4694947,4887637,8247,140316950,0,1013302,98320,0,199933,0,0,1275,,,,,,,,,,,
6971660,7597053,11764,209327896,0,2880239,0,27388,186292,313203,0,1903,,,,,,,,,,,
6056820,6046808,9618,197410494,0,942904,318387,84595,129070,0,0,1794,,,,,,,,,,,
5970011,5987615,9568,161413208,0,1561368,218846,0,19843,121282,0,1467,,,,,,,,,,,
5354166,5818892,9278,181529715,0,1482963,46189,19153,340563,54758,0,1650,,,,,,,,,,,
8416870,8962021,14520,317080721,0,2398987,233016,328725,150062,217159,1,2882,,,,,,,,,,,
5078483,5580707,9246,168600328,0,1390908,0,123756,224269,58819,0,1532,,,,,,,,,,,
5958706,6021636,9365,186391264,0,1061450,256323,181634,0,41265,0,1694,,,,,,,,,,,
7088210,7568172,11202,245483444,0,1867029,161687,308521,69913,163746,0,2231,,,,,,,,,,,
4100798,4394003,7593,116227882,0,1012821,0,0,199722,0,0,1056,,,,,,,,,,,
7222996,7397970,11286,248363904,0,1516390,324539,168038,140081,93620,0,2257,,,,,,,,,,,
6909036,7410584,11362,220708172,0,2406764,93190,28845,242920,224871,0,2006,,,,,,,,,,,
8558302,9177782,13490,321550750,0,2319980,245088,324907,227227,212871,0,2923,,,,,,,,,,,
6248503,6872462,10492,202942928,0,2314399,0,0,328058,195342,0,1845,,,,,,,,,,,
5726381,5948059,9558,155572376,0,1728934,103391,75943,0,152518,0,1414,,,,,,,,,,,
7156600,8003696,13685,276547453,0,2521146,0,215119,347307,204607,1,2514,,,,,,,,,,,
7833678,8627324,12944,284527873,0,2672041,79082,191214,325043,255292,0,2586,,,,,,,,,,,
6431285,7076119,10467,247036662,0,1571544,91687,265361,294745,77070,0,2245,,,,,,,,,,,
6074176,5973178,9552,167568026,0,1329202,293189,11994,0,85891,0,1523,,,,,,,,,,,
8538091,9042304,13000,320007549,0,2134510,302917,295602,228188,181835,0,2909,,,,,,,,,,,
4999160,5448992,9086,156646010,0,1244963,0,282469,0,71886,0,1424,,,,,,,,,,,
3677146,3799340,6849,76290862,0,914764,0,0,15750,14378,0,693,,,,,,,,,,,
7858481,8722036,13078,267095584,0,3120927,0,171362,247943,342949,0,2428,,,,,,,,,,,
6267125,6550773,10303,231491103,0,969551,244741,275789,155373,0,0,2104,,,,,,,,,,,
4820199,5306858,8853,169784237,0,1074036,15717,146887,260423,0,0,1543,,,,,,,,,,,
5839330,6079530,11240,191527977,0,1527451,134208,146749,65283,86271,1,1741,,,,,,,,,,,
7114656,7802254,11774,223116467,0,2941006,0,0,277295,308158,0,2028,,,,,,,,,,,
7275753,7929157,12078,279575250,0,1879936,148845,269154,310132,125820,0,2541,,,,,,,,,,,
5847357,6297917,9963,163207541,0,2091358,0,141135,0,212892,0,1483,,,,,,,,,,,
4396072,4337841,7489,104770458,0,813022,148766,0,0,0,0,952,,,,,,,,,,,
5405536,5726724,9342,171057571,0,1446187,94090,0,257924,62414,0,1555,,,,,,,,,,,
7946450,8135928,12390,261684538,0,2010810,335552,180970,56285,189924,0,2379,,,,,,,,,,,
4914426,5220787,9007,160929023,0,823607,85089,289503,10004,0,0,1463,,,,,,,,,,,
6876749,7253557,11295,178582425,0,2831114,56717,0,0,336096,0,1623,,,,,,,,,,,
7649436,7874088,11857,239747428,0,2143620,270861,173943,0,221475,0,2179,,,,,,,,,,,
7680609,8003628,12777,263441943,0,2183059,260842,75972,234095,181701,1,2394,,,,,,,,,,,
6844836,7320628,11112,221790645,0,2133786,110557,175103,111712,201253,0,2016,,,,,,,,,,,
7372340,8287179,12491,287329203,0,2291289,30722,318423,337242,189825,0,2612,,,,,,,,,,,
6212073,6700705,10404,173785937,0,2483185,0,0,133912,255842,0,1579,,,,,,,,,,,
6062511,6143637,9770,165490226,0,1704818,193914,0,37180,142291,0,1504,,,,,,,,,,,
5010169,5272483,8989,116329408,0,1817055,0,0,0,167254,0,1057,,,,,,,,,,,
6071289,6293135,9784,183753369,0,1612458,165375,77872,94595,117313,0,1670,,,,,,,,,,,
5816827,5924428,9603,193774496,0,993139,251643,87353,179270,0,0,1761,,,,,,,,,,,
4856228,5009198,8367,145812219,0,813432,129690,190852,0,0,0,1325,,,,,,,,,,,
6117349,6690769,10433,199316563,0,2044861,18772,108937,216262,169060,0,1812,,,,,,,,,,,
4556214,4857434,7942,121357463,0,1379932,0,0,135037,71951,0,1103,,,,,,,,,,,
7653980,8410140,14196,261066737,0,3144584,0,138157,207294,331933,1,2373,,,,,,,,,,,
6954243,7753733,11892,246428949,0,2373909,0,261557,213462,224274,0,2240,,,,,,,,,,,
6369860,6954887,10783,210456939,0,2101816,33837,141142,200779,181108,0,1913,,,,,,,,,,,
5794896,6197573,9803,152545325,0,2251437,0,8433,70251,227875,0,1386,,,,,,,,,,,
6319956,7016482,10956,219803881,0,2077366,0,180520,249602,168886,0,1998,,,,,,,,,,,
3518753,3616089,6746,69854389,0,818778,0,0,6078,0,0,635,,,,,,,,,,,
5612750,5676589,9086,179414102,0,853684,243971,174499,39989,0,0,1631,,,,,,,,,,,
3652035,3793352,7104,80417571,0,863012,0,0,50187,0,0,731,,,,,,,,,,,
6400355,6549273,9871,222072089,0,1007180,290279,257260,61921,21860,0,2018,,,,,,,,,,,
7479451,8450499,12753,287445128,0,2472103,0,343229,301015,225984,0,2613,,,,,,,,,,,
6174515,6735322,10669,189652087,0,2337250,0,0,253041,211653,0,1724,,,,,,,,,,,
5388316,5217939,10297,159375443,0,963893,276376,16151,19713,0,1,1448,,,,,,,,,,,
5764627,6156833,9837,174924918,0,1860224,59995,0,218476,137962,0,1590,,,,,,,,,,,
4954179,5431855,9176,162547120,0,1445749,0,0,333610,49743,0,1477,,,,,,,,,,,
5492980,6003222,9714,173585642,0,1688100,0,157841,133707,123409,0,1578,,,,,,,,,,,
5693826,6033635,9708,138035937,0,2271876,0,0,0,242999,0,1254,,,,,,,,,,,
6131127,6524765,10215,164923683,0,2366705,29092,0,79578,245500,0,1499,,,,,,,,,,,
7153323,7800776,11945,251786467,0,2323460,88169,131464,304046,200764,0,2289,,,,,,,,,,,
6376511,7110001,10886,231955007,0,1912420,9307,277846,220643,146216,0,2108,,,,,,,,,,,
7412883,7588134,11451,204110542,0,2559335,214233,0,0,290791,0,1855,,,,,,,,,,,
7346563,7733576,11625,229586384,0,2473872,166621,22117,187278,245322,0,2087,,,,,,,,,,,
5145120,5552766,8967,173811669,0,970489,60949,346671,0,26135,0,1580,,,,,,,,,,,
5634839,5809057,11016,179697274,0,1541433,143538,0,171736,70673,1,1633,,,,,,,,,,,
5409202,5429979,8870,165167047,0,976898,235810,0,163332,0,0,1501,,,,,,,,,,,
3554546,3661637,7031,72568958,0,830164,0,0,17416,0,0,659,,,,,,,,,,,
7418463,7896760,11742,214562527,0,2849936,82608,120096,0,339199,0,1950,,,,,,,,,,,
5816253,6047331,9720,203285642,0,967463,210994,194313,153523,0,0,1848,,,,,,,,,,,
4502245,4927737,8474,148046902,0,1146023,0,0,332588,0,0,1345,,,,,,,,,,,
6169338,6608735,10314,181854446,0,2188938,45360,35501,147092,204614,0,1653,,,,,,,,,,,
5258215,5321916,9001,157024871,0,1043651,195567,0,155556,12419,0,1427,,,,,,,,,,,
9071287,9323967,13507,285297513,0,3008072,340275,0,151157,340243,0,2593,,,,,,,,,,,
4928992,5006682,8392,124936806,0,1260110,116623,0,34877,68647,0,1135,,,,,,,,,,,
4290916,4499109,7894,99457837,0,1296737,0,0,41519,73682,0,904,,,,,,,,,,,
3916603,4108944,7229,93630189,0,963925,0,40376,43553,17906,0,851,,,,,,,,,,,
5169981,5546995,9033,180016133,0,916605,90874,270378,102927,0,0,1636,,,,,,,,,,,
5263204,5420057,8749,156199404,0,1067255,146527,166432,0,42285,0,1420,,,,,,,,,,,
6276820,6620320,10295,188444295,0,1860625,109950,180309,0,174413,0,1713,,,,,,,,,,,
5618952,5768175,9416,154439907,0,1546202,139385,39604,39084,115563,0,1404,,,,,,,,,,,
8160700,9114474,13604,288448958,0,3064284,0,348199,152595,349363,0,2622,,,,,,,,,,,
5968738,6309778,10077,195696870,0,1511426,132583,121908,168889,88080,0,1779,,,,,,,,,,,
6060014,6060921,9805,198471408,0,1035980,314504,0,222058,0,0,1804,,,,,,,,,,,
6043380,6350504,9991,160020904,0,2146069,63576,52020,0,222003,0,1454,,,,,,,,,,,
6076352,6568157,10272,173311230,0,2243699,0,123063,37363,232028,0,1575,,,,,,,,,,,
6576798,6547307,10055,189971263,0,1553636,301275,48098,5600,122316,0,1727,,,,,,,,,,,
5580851,5906426,9630,134421307,0,2196149,0,0,0,230384,0,1222,,,,,,,,,,,
9786578,10337144,15470,360469636,0,2932671,340564,231166,258190,302432,1,3277,,,,,,,,,,,
7631362,7773138,11766,245687725,0,2052711,327799,0,198292,173280,0,2233,,,,,,,,,,,
5485215,5614236,9254,139739697,0,1637320,116282,14918,0,137270,0,1270,,,,,,,,,,,
5105687,5473295,9273,169000902,0,990294,69684,291647,27580,24831,0,1536,,,,,,,,,,,
4130285,4344982,7639,99505359,0,1154897,0,0,77091,44124,0,904,,,,,,,,,,,
7846849,8721490,13080,269589713,0,3066048,0,197740,241677,334848,0,2450,,,,,,,,,,,
7197181,7865774,11794,220107405,0,3033113,0,0,238657,329946,0,2001,,,,,,,,,,,
3979998,4230080,7492,106460042,0,971942,0,0,158935,0,0,967,,,,,,,,,,,
5579835,5346589,8624,154527611,0,813511,339486,13060,0,0,0,1404,,,,,,,,,,,
5368403,5664907,8920,167977392,0,1168908,101075,241768,0,59207,0,1527,,,,,,,,,,,
5009688,5381216,9035,140371954,0,1479852,0,167666,0,111035,0,1276,,,,,,,,,,,
6034817,6264048,10584,209355028,0,1050157,208107,317139,0,32038,1,1903,,,,,,,,,,,
5434414,5725501,9430,187528710,0,1027048,148485,132620,213239,0,0,1704,,,,,,,,,,,
5890584,5855839,9221,186598182,0,992907,307995,0,179126,0,0,1696,,,,,,,,,,,
7983313,8610285,12644,275359841,0,2787467,141217,47301,348969,270557,0,2503,,,,,,,,,,,
6131415,6078194,9788,198062604,0,1007113,341112,0,193189,0,0,1800,,,,,,,,,,,
6181996,6697676,10680,189925822,0,2253293,25146,0,243316,199283,0,1726,,,,,,,,,,,
7057156,7578337,11379,206860542,0,2669843,47476,159689,0,309209,0,1880,,,,,,,,,,,
6346380,6972890,11060,262485497,0,1162533,138142,321387,348026,0,0,2386,,,,,,,,,,,
3500713,3591734,6688,68397885,0,812644,0,0,0,0,0,621,,,,,,,,,,,
5219035,5820970,9675,193555200,0,1162591,4731,284416,204645,24003,0,1759,,,,,,,,,,,
6691597,7289637,11119,201250106,0,2496531,0,219279,0,280339,0,1829,,,,,,,,,,,
7699048,7827023,12340,251252768,0,2082576,333053,16137,178159,174301,1,2284,,,,,,,,,,,
5730443,5651235,9083,161876024,0,1111968,274404,32632,22572,45947,0,1471,,,,,,,,,,,
7367136,8069905,12130,262315683,0,2283887,81535,312381,151330,219601,0,2384,,,,,,,,,,,
7063576,7731087,11743,218984089,0,2922455,0,0,260375,307880,0,1990,,,,,,,,,,,
8054595,8383973,12369,265347632,0,2235837,270438,262929,0,236803,0,2412,,,,,,,,,,,
4077284,4233876,7445,86720011,0,1196572,0,0,0,63932,0,788,,,,,,,,,,,
7223469,7501396,10870,233508193,0,1883689,236359,225643,11569,176267,0,2122,,,,,,,,,,,
6623160,6935085,10699,241184311,0,1391871,246173,94839,324973,42087,0,2192,,,,,,,,,,,
5708487,6209787,9936,173151097,0,1804722,0,235624,5243,164245,0,1574,,,,,,,,,,,
7331321,7613787,12393,282194833,0,1434200,318743,219307,250683,46851,1,2565,,,,,,,,,,,
6488998,6583535,9975,228619092,0,814116,332828,329240,0,0,0,2078,,,,,,,,,,,
6710168,7130962,11099,265948618,0,1065862,246989,321429,251322,0,0,2417,,,,,,,,,,,
5101289,5279927,8614,154991263,0,1140703,134805,0,198248,21483,0,1409,,,,,,,,,,,
6718536,7398926,11501,219385743,0,2429881,0,183035,156504,243125,0,1994,,,,,,,,,,,
5934713,6412623,10280,169652812,0,2125337,0,140065,26513,214119,0,1542,,,,,,,,,,,
6810442,7141986,10923,237691632,0,1714625,224334,40936,321550,96437,0,2160,,,,,,,,,,,
4958934,4809122,8126,127744769,0,813242,242732,0,0,0,0,1161,,,,,,,,,,,
6772390,7175292,10860,200045751,0,2285158,99000,155316,0,245126,0,1818,,,,,,,,,,,
6372249,6475514,10353,209380733,0,1113447,282021,241084,0,49882,0,1903,,,,,,,,,,,
5983520,6044847,9621,199061713,0,1067165,286337,0,253282,0,0,1809,,,,,,,,,,,
5205040,5350918,9296,167242321,0,857256,165483,223154,0,0,1,1520,,,,,,,,,,,
4143756,4451274,7653,119637770,0,1027069,0,0,213961,0,0,1087,,,,,,,,,,,
5809117,6039167,9779,202864711,0,1160876,210185,0,346905,0,0,1844,,,,,,,,,,,
7731790,8182526,12230,280445471,0,1918270,248922,266906,180329,153826,0,2549,,,,,,,,,,,
7786365,8219189,11669,234010752,0,2778182,147141,149755,0,327222,0,2127,,,,,,,,,,,
5108171,5178507,8680,152841103,0,813476,186471,162233,0,0,0,1389,,,,,,,,,,,
6823551,7381027,11331,193303287,0,2888583,0,0,134795,323208,0,1757,,,,,,,,,,,
4415262,4617966,8205,126096011,0,988995,63844,0,175746,0,0,1146,,,,,,,,,,,
6955148,7406098,10944,257720002,0,1517433,208679,285481,189663,85537,0,2342,,,,,,,,,,,
4270340,4620428,8124,129709903,0,1069265,0,0,256016,0,0,1179,,,,,,,,,,,
6032537,6424764,10073,173722092,0,1979993,52222,153946,0,194321,0,1579,,,,,,,,,,,
5978210,6217577,11305,198817215,0,1515276,208433,65952,112784,76182,1,1807,,,,,,,,,,,
8000138,8928978,13334,282309607,0,3082052,0,229706,264134,333753,0,2566,,,,,,,,,,,
4800997,5091234,8356,153473312,0,1088143,78871,0,274724,0,0,1395,,,,,,,,,,,
3747699,3920419,7238,87989454,0,894693,0,0,81807,0,0,799,,,,,,,,,,,
5739790,6324342,10078,226672157,0,1112438,85260,275551,298307,0,0,2060,,,,,,,,,,,
8136408,8433185,12423,263139435,0,2549396,280883,0,225487,251476,0,2392,,,,,,,,,,,
7231019,8006018,11951,243247121,0,2570410,0,331981,59959,282599,0,2211,,,,,,,,,,,
7090919,7622075,11607,213257025,0,2630955,56641,149636,43942,295390,0,1938,,,,,,,,,,,
5844049,6289326,10029,161979313,0,2104978,0,133295,0,215158,0,1472,,,,,,,,,,,
6538794,6931462,10269,167024919,0,2713957,28061,4300,0,316620,0,1518,,,,,,,,,,,
6355129,6984910,11658,217548009,0,2175515,0,217300,137583,189409,1,1977,,,,,,,,,,,
6103466,6715201,10525,248272452,0,1146474,116446,300042,332171,0,0,2257,,,,,,,,,,,
8864882,9204671,13433,280818737,0,3045963,288050,0,184951,340930,0,2552,,,,,,,,,,,
5538569,5577820,9293,173581091,0,1004728,243102,0,191020,0,0,1578,,,,,,,,,,,
6331328,6842698,10711,252680412,0,1066267,174684,339271,251892,0,0,2297,,,,,,,,,,,
5779607,6301635,9612,177750943,0,2010922,0,62307,194358,167097,0,1615,,,,,,,,,,,
5031357,5054660,8708,145102809,0,813484,192620,123641,0,0,0,1319,,,,,,,,,,,
7428093,7623193,11550,210625597,0,2509423,219263,0,40014,275796,0,1914,,,,,,,,,,,
3621433,3752069,6654,77953438,0,852563,0,0,39899,0,0,708,,,,,,,,,,,
8104562,8369176,12266,240763374,0,2811004,243370,0,91423,317434,0,2188,,,,,,,,,,,
9266746,9913663,14978,339811190,0,2882624,248659,295238,199962,303875,1,3089,,,,,,,,,,,
5884530,6338079,10251,164139576,0,2119243,0,139487,0,217520,0,1492,,,,,,,,,,,
3756942,3913248,7288,84659160,0,868938,0,56720,0,9342,0,769,,,,,,,,,,,
5126749,5469544,9293,134903810,0,1685957,0,103734,0,145381,0,1226,,,,,,,,,,,
4277471,4533685,7808,122800481,0,995517,32033,12107,182355,0,0,1116,,,,,,,,,,,
7149700,7434170,11401,227867439,0,2117340,219492,25496,195476,184545,0,2071,,,,,,,,,,,
3896669,4093112,7475,94418182,0,981175,0,0,93816,12395,0,858,,,,,,,,,,,
5437086,5605226,8722,134475010,0,1760031,85363,0,0,157745,0,1222,,,,,,,,,,,
7528529,7846267,11804,254561326,0,1837508,260813,307113,0,170453,0,2314,,,,,,,,,,,
8679371,9209507,13403,284962844,0,3146800,203265,14411,271574,343293,0,2590,,,,,,,,,,,
4619094,4910372,8424,143889203,0,1036803,57377,33229,223417,0,0,1308,,,,,,,,,,,
6361186,7070912,10836,222494658,0,1971651,0,305723,133582,170603,0,2022,,,,,,,,,,,
4216288,4530575,7915,121846124,0,1075231,0,0,213499,8090,0,1107,,,,,,,,,,,
4443269,4736324,8372,119043069,0,1294640,0,0,144247,56179,0,1082,,,,,,,,,,,
4588395,4875374,8133,118650208,0,1404093,0,22776,86482,84048,0,1078,,,,,,,,,,,
7678393,7974176,11919,246581713,0,2324465,248864,49294,174365,222544,0,2241,,,,,,,,,,,
5880250,6100216,9817,168835152,0,1708928,131901,33909,90338,134110,0,1534,,,,,,,,,,,
7905016,8431054,12495,250673669,0,2712948,135624,244157,0,316304,0,2278,,,,,,,,,,,
4881912,5179178,8705,122991097,0,1600039,0,56397,18346,128037,0,1118,,,,,,,,,,,
4094211,4087653,7119,92564065,0,812910,98840,0,0,0,0,841,,,,,,,,,,,
5956816,6328535,9966,173247447,0,1948063,63278,82427,80695,175564,0,1575,,,,,,,,,,,
5252163,5619560,9020,183645940,0,1113635,103622,75538,299909,0,0,1669,,,,,,,,,,,
4571623,4847706,8419,140081103,0,813368,58335,239768,0,0,0,1273,,,,,,,,,,,
5500147,5815437,9254,131815229,0,2141485,0,0,0,221290,0,1198,,,,,,,,,,,
6638328,6923470,11464,211128477,0,2115905,157671,0,189313,170848,1,1919,,,,,,,,,,,
6297512,6779995,10656,173693226,0,2442461,0,114949,0,271363,0,1579,,,,,,,,,,,
6476169,7152484,10897,246351401,0,1742674,72256,208107,344868,97215,0,2239,,,,,,,,,,,
6882266,7529877,11560,221449064,0,2362175,20331,309694,0,257918,0,2013,,,,,,,,,,,
6682482,7403460,11539,227951749,0,2212169,0,308961,98126,216567,0,2072,,,,,,,,,,,
5298740,5378771,9105,163822663,0,813646,203736,190461,0,0,0,1489,,,,,,,,,,,
4582067,4724721,7937,109791594,0,1287605,53873,0,29019,74226,0,998,,,,,,,,,,,
3793762,3981361,7379,91623818,0,909892,0,0,96980,0,0,833,,,,,,,,,,,
7487376,7844085,11731,257237919,0,1799387,246197,340816,0,164100,0,2338,,,,,,,,,,,
5786386,5791137,9376,184137318,0,1008329,282821,0,194549,0,0,1674,,,,,,,,,,,
6166255,6403339,10183,209380733,0,1099174,216602,310710,0,47510,0,1903,,,,,,,,,,,
6252664,6667190,11068,244230141,0,1104392,192501,270853,246190,0,1,2220,,,,,,,,,,,
7344871,7960395,12118,234986218,0,2732806,60612,107685,179295,289772,0,2136,,,,,,,,,,,
6015024,6650530,10393,203917885,0,1871989,0,228147,158358,149903,0,1853,,,,,,,,,,,
4253551,4595653,8090,128257773,0,1063196,0,0,249952,0,0,1166,,,,,,,,,,,
5936767,6092651,9603,191009616,0,1300125,218476,27150,205875,46724,0,1736,,,,,,,,,,,
4845160,5305865,8840,158004115,0,1055407,0,325936,0,40303,0,1436,,,,,,,,,,,
5254738,5694501,9126,156374659,0,1755533,0,0,224250,119593,0,1421,,,,,,,,,,,
8541890,8854756,12907,293028675,0,2254909,336211,243895,79598,226672,0,2663,,,,,,,,,,,
6447293,6557486,10399,195453780,0,1514914,243352,142336,0,116795,0,1776,,,,,,,,,,,
4690888,4975787,8301,119093605,0,1513990,0,0,89869,101799,0,1082,,,,,,,,,,,
6093430,6516440,10448,159360276,0,2475766,0,0,60505,266847,0,1448,,,,,,,,,,,
5992178,6527212,11267,195121632,0,1944693,0,279893,0,173818,1,1773,,,,,,,,,,,
4513511,4792743,8233,134704302,0,1089424,44147,0,220762,9225,0,1224,,,,,,,,,,,
7143844,7731554,11449,227345020,0,2714297,61487,0,277406,270365,0,2066,,,,,,,,,,,
4161822,4179732,7151,98071401,0,836149,98618,0,23224,0,0,891,,,,,,,,,,,
8905667,9262173,13398,305551759,0,2427756,338514,299839,29089,263864,0,2777,,,,,,,,,,,
6347630,6866430,10505,181570082,0,2422967,0,125570,32667,262676,0,1650,,,,,,,,,,,
7442691,8220978,12407,248789667,0,2808716,8216,213371,167223,304412,0,2261,,,,,,,,,,,
7965000,8524984,12388,286004250,0,2333193,202232,190967,260375,209623,0,2600,,,,,,,,,,,
4531707,4969181,8362,150516205,0,1156281,0,0,342898,0,0,1368,,,,,,,,,,,
6455069,7090397,10742,207291728,0,2152270,0,313145,0,222980,0,1884,,,,,,,,,,,
6388725,6983406,12190,241512219,0,1793136,60368,286974,178915,111533,1,2195,,,,,,,,,,,
4270396,4619431,8076,129656495,0,1069066,0,0,255795,0,0,1178,,,,,,,,,,,
4724086,4809748,8100,133502018,0,854457,137969,89828,41168,0,0,1213,,,,,,,,,,,
6646453,7152965,11142,194891301,0,2601950,32339,0,173230,269042,0,1771,,,,,,,,,,,
7120851,7121208,10557,217714828,0,1736859,344335,0,109874,135447,0,1979,,,,,,,,,,,
4371044,4598786,8001,115141301,0,1165109,25663,0,123412,38082,0,1046,,,,,,,,,,,
6103855,6755453,10613,251391042,0,1132542,103261,340515,318184,0,0,2285,,,,,,,,,,,
8170730,8947431,13314,304624356,0,2497242,130581,338697,223556,243043,0,2769,,,,,,,,,,,
7532093,7773606,11614,240308476,0,2229364,265313,0,205899,201462,0,2184,,,,,,,,,,,
4708535,5138455,8810,150734531,0,1095992,0,213205,92769,31616,0,1370,,,,,,,,,,,
5483564,5374188,8749,150759027,0,992238,268066,34596,0,29783,0,1370,,,,,,,,,,,
5940204,6155322,10394,208972143,0,1256381,216563,0,331987,11087,1,1899,,,,,,,,,,,
7473419,7908600,11911,254923927,0,2151352,199566,160363,185133,191898,0,2317,,,,,,,,,,,
7581010,8208462,12349,300086870,0,1772299,207055,295042,337408,103304,0,2728,,,,,,,,,,,
7638622,7959905,12002,261826048,0,1990542,274168,151969,176547,166523,0,2380,,,,,,,,,,,
8341170,8915822,13133,275165127,0,3081263,160504,0,309298,326105,0,2501,,,,,,,,,,,
4584140,5008900,8620,148464376,0,982513,0,233150,84269,14131,0,1349,,,,,,,,,,,
6203237,6797903,10503,196930551,0,2313385,0,0,296941,200365,0,1790,,,,,,,,,,,
5370997,5871163,9621,170566450,0,1758898,0,0,297470,107928,0,1550,,,,,,,,,,,
5922830,5990277,9566,174503193,0,1404382,225806,0,118358,78695,0,1586,,,,,,,,,,,
3621813,3725629,7045,72220652,0,892817,0,0,0,13337,0,656,,,,,,,,,,,
8723859,9649763,14649,332616203,0,2971443,96115,328698,293109,303108,1,3023,,,,,,,,,,,
4806804,4888636,8294,128474529,0,1092577,127200,0,81570,32946,0,1168,,,,,,,,,,,
7022172,7662770,11621,212348003,0,2710641,0,222956,0,315992,0,1930,,,,,,,,,,,
5686838,6211731,9913,178356931,0,1820712,0,163286,118774,147989,0,1621,,,,,,,,,,,
5908435,6498830,10491,194073577,0,1728771,0,342371,0,152431,0,1764,,,,,,,,,,,
7384587,7727618,11439,217514382,0,2620849,160320,16650,102560,283939,0,1977,,,,,,,,,,,
4865868,5040981,8259,148037611,0,983001,124210,36081,169658,0,0,1345,,,,,,,,,,,
6839051,7543420,11532,225017779,0,2595771,0,86914,264633,252744,0,2045,,,,,,,,,,,
8631552,9134064,13421,335731374,0,2004327,340471,264464,333685,142525,0,3052,,,,,,,,,,,
5272085,5421013,8883,167785348,0,878309,177544,169051,64697,0,0,1525,,,,,,,,,,,
6466386,7049436,10845,243899441,0,1483951,115130,320251,201759,77955,0,2217,,,,,,,,,,,
7274022,7983598,12003,287967211,0,1822135,141351,296657,343521,110612,0,2617,,,,,,,,,,,
6153446,6253768,9724,211172772,0,1111401,292616,0,297444,0,0,1919,,,,,,,,,,,
4060483,4292479,7538,109337194,0,968164,15469,0,155152,0,0,994,,,,,,,,,,,
5601110,5489321,8966,165080137,0,909307,301670,0,95731,0,0,1500,,,,,,,,,,,
5753716,6025049,9644,186691103,0,1169757,151426,268386,0,59307,0,1697,,,,,,,,,,,
5255434,5196118,8444,150648036,0,813419,245898,92406,0,0,0,1369,,,,,,,,,,,
7276105,7880740,11956,230816803,0,2546521,57216,274419,0,288618,0,2098,,,,,,,,,,,
4385801,4773318,8249,138846343,0,1107494,0,0,294168,0,0,1262,,,,,,,,,,,
5188931,5046510,8420,140699203,0,813361,264892,31469,0,0,0,1279,,,,,,,,,,,
6753045,7177625,12573,209949027,0,2457114,66906,142072,21603,248345,1,1908,,,,,,,,,,,
7186683,7823800,11648,243998011,0,1827390,211443,309312,5791,167792,0,2218,,,,,,,,,,,
3813597,4272447,7150,92480483,0,967774,0,0,85243,11587,0,840,,,,,,,,,,,
7213572,7810220,11445,200804984,0,2751416,132045,0,37853,316507,0,1825,,,,,,,,,,,
5621340,6129855,9600,196211447,0,966363,193195,182752,152241,0,0,1783,,,,,,,,,,,
4492852,4973229,8393,101760046,0,1504683,0,0,0,115199,0,925,,,,,,,,,,,
4032953,4516220,7700,109343421,0,958597,23670,0,145352,0,0,994,,,,,,,,,,,
7196716,7829504,11606,232371460,0,2316370,186519,0,241527,209971,0,2112,,,,,,,,,,,
6422706,6969763,10818,242244171,0,1121567,268474,143481,306862,0,0,2202,,,,,,,,,,,
4394555,4895028,8235,106338412,0,1383465,0,0,54074,85988,0,966,,,,,,,,,,,
6569977,7533102,11541,221861440,0,2206684,0,301068,75811,219320,0,2016,,,,,,,,,,,
7307566,7932208,11880,227060956,0,2489894,175873,0,184120,248497,0,2064,,,,,,,,,,,
5498102,5863025,9488,189188214,0,1084788,220108,0,227301,0,1,1719,,,,,,,,,,,
3713986,4161446,7187,89503853,0,867623,0,32031,54649,0,0,813,,,,,,,,,,,
4935266,5309443,8412,148946480,0,983049,162052,0,169435,0,0,1354,,,,,,,,,,,
4988365,5252289,8286,143309439,0,829876,204003,86744,16327,0,0,1302,,,,,,,,,,,
5844204,6631705,9972,200968330,0,1587152,56465,223770,145565,104547,0,1827,,,,,,,,,,,
6302531,6809464,10215,166846584,0,2246974,109412,12194,0,238769,0,1516,,,,,,,,,,,
8669960,9441489,13778,330002187,0,2213529,322456,235210,309444,181343,0,3000,,,,,,,,,,,
7650797,8350339,12228,292364134,0,1681452,288504,252130,267660,99760,0,2657,,,,,,,,,,,
5015139,5693959,9097,176129389,0,1110384,65951,103250,273134,3894,0,1601,,,,,,,,,,,
5110982,5425212,8480,153838500,0,813624,200849,150254,0,0,0,1398,,,,,,,,,,,
4480850,5026089,7944,137842610,0,813386,55511,231840,0,0,0,1253,,,,,,,,,,,
6384095,7206812,11660,204208116,0,2395095,0,164091,55195,246882,1,1856,,,,,,,,,,,
