DWT_LSUCNT,DWT_CPICNT,DWT_EXCCNT,DWT_CYCCNT,DWT_SLEEPCNT,DWT_FOLDCNT,LSU_stim,CPI_stim,FLD_stim,EXC_stim,LEGIT,TIME,METADATA,,,,,,,,,,
5098498,4987634,8173,131388426,0,962703,228447,0,0,24902,0,1194,,,,,,,,,,,
5190331,5516651,9138,143190137,0,1551461,27881,136690,0,122969,0,1301,,,,,,,,,,,
5869031,6203014,9903,175136702,0,1845227,89664,0,185479,140963,0,1592,,,,,,,,,,,
6871564,7306098,11179,253814382,0,1616856,209254,136621,329729,78766,0,2307,,,,,,,,,,,
3500713,3591736,6670,68397885,0,812644,0,0,0,0,0,621,,,,,,,,,,,
5550753,5301238,8670,151745127,0,813479,340898,0,0,0,0,1379,,,,,,,,,,,
6385200,6821341,11193,203387318,0,1937409,80074,246014,0,179885,1,1849,,,,,,,,,,,
7824605,8199615,12237,288937670,0,1718430,306820,280453,183654,119965,0,2626,,,,,,,,,,,
6611958,7130728,10610,183108348,0,2662561,0,110389,0,308029,0,1664,,,,,,,,,,,
3519437,3615463,6901,69827640,0,818718,0,0,5969,0,0,634,,,,,,,,,,,
5967518,6150670,9640,207666348,0,923007,243862,223533,109042,0,0,1887,,,,,,,,,,,
8018741,8948035,13308,282656781,0,3061200,0,263983,228330,336241,0,2569,,,,,,,,,,,
7578840,8083754,12050,254744962,0,2544499,161705,0,334874,232451,0,2315,,,,,,,,,,,
5669942,6192479,9684,177152879,0,1979524,0,0,276885,148113,0,1610,,,,,,,,,,,
6821912,7398990,11356,198058462,0,2823516,0,28372,140377,311428,0,1800,,,,,,,,,,,
4604755,4622021,7948,121769168,0,813159,147716,72050,0,0,0,1107,,,,,,,,,,,
3563551,3675084,6760,73356348,0,833424,0,0,20703,0,0,666,,,,,,,,,,,
6768203,7355229,11237,205686409,0,2795879,0,0,207589,288344,1,1869,,,,,,,,,,,
5248795,5759135,9658,171915985,0,1307318,0,333844,0,82240,0,1562,,,,,,,,,,,
4816487,4908923,8437,126122098,0,1122625,113767,39761,29286,46663,0,1146,,,,,,,,,,,
6197172,6387298,10097,220531893,0,1142858,267187,33711,328774,0,0,2004,,,,,,,,,,,
7002768,7746246,11832,234906363,0,2412502,0,345127,39356,259726,0,2135,,,,,,,,,,,
5018895,5365945,8915,134921512,0,1694830,0,0,127436,125637,0,1226,,,,,,,,,,,
3760161,3938294,7172,89065794,0,812864,0,86301,0,0,0,809,,,,,,,,,,,
5746394,6538269,10491,235722631,0,1291559,0,349567,317188,26688,0,2143,,,,,,,,,,,
4489904,4911273,8328,147054962,0,1141831,0,0,328446,0,0,1336,,,,,,,,,,,
5476291,5999084,9777,176313218,0,1811999,0,0,314232,113974,0,1602,,,,,,,,,,,
5687348,6016970,9710,172968172,0,1700730,88667,0,211424,112567,0,1572,,,,,,,,,,,
9026338,9632517,14975,330661784,0,2796300,236675,318503,145026,291411,1,3006,,,,,,,,,,,
5151193,5638152,9484,187581399,0,1053863,51335,205213,240046,0,0,1705,,,,,,,,,,,
5327113,5627259,9208,159933286,0,1429089,79670,76928,126438,81490,0,1454,,,,,,,,,,,
4384524,4771870,8021,138744976,0,1107009,0,0,293744,0,0,1261,,,,,,,,,,,
5897122,6037451,9611,200554446,0,1109846,250640,0,295957,0,0,1823,,,,,,,,,,,
6911233,7492302,11636,199332915,0,2765417,0,157671,0,325131,0,1812,,,,,,,,,,,
6796657,6846522,10250,222289885,0,1453161,334120,0,217437,70243,0,2020,,,,,,,,,,,
6425392,6434576,9846,216893726,0,905233,348839,203420,52864,6391,0,1971,,,,,,,,,,,
8208002,8360942,12458,242322631,0,2653255,304525,18817,37359,300153,0,2203,,,,,,,,,,,
4603583,4654261,7897,124332984,0,907927,136015,0,94703,0,0,1130,,,,,,,,,,,
6994372,7636536,11505,212826526,0,2671641,0,232726,0,309498,0,1934,,,,,,,,,,,
8036751,8307070,12782,234328031,0,2904387,213024,46787,0,340913,1,2130,,,,,,,,,,,
4925985,4782241,8015,126447427,0,813202,237427,0,0,0,0,1149,,,,,,,,,,,
7006478,7236652,11013,198651747,0,2346217,180045,15488,48844,247150,0,1805,,,,,,,,,,,
3888267,4109968,7164,99276516,0,941868,0,0,128938,0,0,902,,,,,,,,,,,
5561498,5545444,9275,170480876,0,906137,264665,63645,92417,0,0,1549,,,,,,,,,,,
4984030,5110270,8516,150559452,0,999755,153622,0,186243,0,0,1368,,,,,,,,,,,
5200480,5608365,8963,169976343,0,1168886,50909,260877,50537,50780,0,1545,,,,,,,,,,,
4995041,5309422,8742,162191349,0,890665,84149,290361,0,12851,0,1474,,,,,,,,,,,
6687471,6935478,10573,251338675,0,1079928,302099,189903,265579,0,0,2284,,,,,,,,,,,
4443207,4441850,7871,111710652,0,813143,135406,42619,0,0,0,1015,,,,,,,,,,,
5149306,5437031,8948,171950978,0,957671,118451,167443,144028,0,0,1563,,,,,,,,,,,
7806923,8489514,12750,257405191,0,3054821,71345,0,336901,317129,0,2340,,,,,,,,,,,
7186683,7823800,11648,243998011,0,1827390,211443,309312,5791,167792,0,2218,,,,,,,,,,,
3813597,4272447,7150,92480483,0,967774,0,0,85243,11587,0,840,,,,,,,,,,,
7213572,7810220,11445,200804984,0,2751416,132045,0,37853,316507,0,1825,,,,,,,,,,,
5621340,6129855,9600,196211447,0,966363,193195,182752,152241,0,0,1783,,,,,,,,,,,
4492852,4973229,8393,101760046,0,1504683,0,0,0,115199,0,925,,,,,,,,,,,
4032953,4516220,7700,109343421,0,958597,23670,0,145352,0,0,994,,,,,,,,,,,
7196716,7829504,11606,232371460,0,2316370,186519,0,241527,209971,0,2112,,,,,,,,,,,
6422706,6969763,10818,242244171,0,1121567,268474,143481,306862,0,0,2202,,,,,,,,,,,
4394555,4895028,8235,106338412,0,1383465,0,0,54074,85988,0,966,,,,,,,,,,,
6569977,7533102,11541,221861440,0,2206684,0,301068,75811,219320,0,2016,,,,,,,,,,,
7307566,7932208,11880,227060956,0,2489894,175873,0,184120,248497,0,2064,,,,,,,,,,,
6527780,6939136,10918,207340825,0,1743284,220108,126602,0,147482,1,1884,,,,,,,,,,,
4610351,5012103,8123,133833575,0,903155,115662,64001,89692,0,0,1216,,,,,,,,,,,
4707465,5488610,8764,168577409,0,1127506,0,103117,313729,0,0,1532,,,,,,,,,,,
5896382,6507321,10092,205156131,0,1130949,156558,332194,17992,49768,0,1865,,,,,,,,,,,
6196914,7050416,10670,195431901,0,2341559,0,21837,253068,212316,0,1776,,,,,,,,,,,
6185410,6838780,10255,204524622,0,1656906,127851,171076,121520,120182,0,1859,,,,,,,,,,,
6998283,8090687,12089,253241894,0,2422554,0,247893,252191,225854,0,2302,,,,,,,,,,,
5011950,5544432,8789,165504476,0,813821,116862,284708,0,0,0,1504,,,,,,,,,,,
6002992,6586129,10362,170397815,0,2062795,82866,0,113504,189145,0,1549,,,,,,,,,,,
5801251,6425010,9999,181835694,0,1601502,93694,165401,67633,119929,0,1653,,,,,,,,,,,
4773935,5494058,8984,155808478,0,1158931,0,219727,93641,41916,0,1416,,,,,,,,,,,
4773466,5543097,9569,181652675,0,982640,5107,290687,124623,0,1,1651,,,,,,,,,,,
6486152,7349720,11469,199417080,0,2351511,0,239147,0,256104,0,1812,,,,,,,,,,,
3664285,4100368,7057,85679186,0,812970,0,70711,0,0,0,778,,,,,,,,,,,
4569871,4812821,7949,119168466,0,813397,164493,42606,0,0,0,1083,,,,,,,,,,,
5894486,6250756,9549,165309439,0,1607548,192362,0,60670,122128,0,1502,,,,,,,,,,,
4832398,5627430,8807,171968560,0,1243885,0,74950,337607,15414,0,1563,,,,,,,,,,,
6130562,7027239,10751,223461362,0,1797529,46941,142112,324697,109701,0,2031,,,,,,,,,,,
4844870,5246348,8554,146243153,0,991859,142387,0,178225,0,0,1329,,,,,,,,,,,
5997084,6727176,10344,167058861,0,2260535,0,122085,0,241022,0,1518,,,,,,,,,,,
7812824,8458103,12072,265798269,0,2399967,250519,0,313501,211859,0,2416,,,,,,,,,,,
8204497,9274359,13921,305369468,0,2633204,115541,323816,229599,264600,0,2776,,,,,,,,,,,
6963559,7825763,12285,253260556,0,2261689,90300,144899,253133,191633,1,2302,,,,,,,,,,,
4254191,4482390,7452,101339770,0,813148,133310,0,0,0,0,921,,,,,,,,,,,
3488813,3864446,6466,71649294,0,812708,0,12128,0,0,0,651,,,,,,,,,,,
7165483,7744091,11512,233464403,0,2164820,218478,0,244220,184269,0,2122,,,,,,,,,,,
5714171,6505949,10032,197502551,0,1454823,47388,295601,82308,93034,0,1795,,,,,,,,,,,
4284991,4907274,8393,133482829,0,876829,5780,201125,63283,0,0,1213,,,,,,,,,,,
5399274,6033988,9562,141995447,0,1947753,0,79749,0,188948,0,1290,,,,,,,,,,,
4489792,5198148,8334,151295363,0,813556,0,344684,0,0,0,1375,,,,,,,,,,,
7595419,8647029,13107,249311783,0,2883331,0,341564,0,344611,0,2266,,,,,,,,,,,
7046045,7595601,11392,218421996,0,2237800,197900,0,173808,208181,0,1985,,,,,,,,,,,
8107606,8595679,12501,254885612,0,2558283,298968,0,155388,264577,0,2317,,,,,,,,,,,
5334745,5912088,9314,129349870,0,2057133,0,0,6387,206131,0,1175,,,,,,,,,,,
7993364,9233778,14277,305768989,0,3018394,0,261080,308731,308340,1,2779,,,,,,,,,,,
5864540,6801144,10200,210096285,0,1728386,0,240670,208921,117503,0,1910,,,,,,,,,,,
7813230,9052725,13601,290963090,0,2853810,0,275766,306838,288514,0,2645,,,,,,,,,,,
8357114,8978251,13059,260580825,0,2957714,238429,0,162842,329871,0,2368,,,,,,,,,,,
6947867,7818821,12046,205513071,0,2774110,0,180363,0,326496,0,1868,,,,,,,,,,,
6974423,7843814,12086,224993186,0,2668596,48017,0,291960,260244,0,2045,,,,,,,,,,,
5386990,6109672,9743,161158110,0,1697309,0,185796,29887,142214,0,1465,,,,,,,,,,,
7926242,8479667,12492,244918410,0,2518800,243684,147097,0,283894,0,2226,,,,,,,,,,,
7346981,7781162,13084,253678884,0,2233835,264282,0,166319,186977,1,2306,,,,,,,,,,,
5844720,6523698,9972,207869787,0,1177558,127105,326595,65086,49690,0,1889,,,,,,,,,,,
5981728,6374697,10001,161426735,0,1796149,161319,26458,0,163653,0,1467,,,,,,,,,,,
4817909,5495521,8688,147339632,0,1397781,0,78549,166303,69622,0,1339,,,,,,,,,,,
5699323,5987779,9181,157141589,0,1401909,211518,21075,18489,94922,0,1428,,,,,,,,,,,
6378869,6900126,10681,179793153,0,2151804,132316,0,77307,209989,0,1634,,,,,,,,,,,
4664890,5321827,8784,156581058,0,865774,36581,277366,52041,0,0,1423,,,,,,,,,,,
8449927,9816952,14178,322560556,0,3158595,0,316480,344932,332909,0,2932,,,,,,,,,,,
5841092,6633174,10573,179922713,0,2152864,0,0,246438,181991,0,1635,,,,,,,,,,,
7777570,8161093,11791,230597865,0,2424674,302449,0,57391,258754,0,2096,,,,,,,,,,,
7061003,7639509,11627,287703619,0,1227459,319366,199164,330576,6293,1,2615,,,,,,,,,,,
6649664,7236964,10818,231792033,0,1373709,218685,346048,0,93162,0,2107,,,,,,,,,,,
7478824,8315641,12738,275551436,0,1974745,177669,321596,161539,166284,0,2505,,,,,,,,,,,
6520541,7515229,11140,227937272,0,2241403,0,183883,245201,196892,0,2072,,,,,,,,,,,
6500258,7436579,11308,216006348,0,2452687,0,34781,316602,220196,0,1963,,,,,,,,,,,
5769666,6309621,10100,160888416,0,1807553,87819,96942,0,165580,0,1462,,,,,,,,,,,
7744130,8523794,12493,267003648,0,2425441,182798,148307,214581,232569,0,2427,,,,,,,,,,,
5561055,6228170,9630,149856924,0,2080358,0,37504,60740,200921,0,1362,,,,,,,,,,,
5587845,6304966,9749,161914816,0,2055539,0,0,176674,177454,0,1472,,,,,,,,,,,
6969706,7269676,10548,215366578,0,1617724,323030,122248,0,133852,0,1957,,,,,,,,,,,
3997200,4542164,7566,112135193,0,961973,0,32405,148768,0,0,1019,,,,,,,,,,,
6917297,7799546,13327,259011032,0,2405627,52439,176816,200714,209827,1,2354,,,,,,,,,,,
4890706,5443418,8673,148893760,0,1069205,68132,214145,0,42582,0,1353,,,,,,,,,,,
8082242,8534654,12714,261564530,0,2350280,333231,13596,181379,225570,0,2377,,,,,,,,,,,
5955771,6596389,10098,148134512,0,2476377,0,0,0,277013,0,1346,,,,,,,,,,,
6301906,7012904,10545,196000629,0,2098672,72410,91461,137150,191211,0,1781,,,,,,,,,,,
6524567,7441315,11301,211657721,0,2223292,0,315830,0,234731,0,1924,,,,,,,,,,,
8883335,9656638,13817,297181996,0,2953825,238434,217573,83027,342457,0,2701,,,,,,,,,,,
5459981,5859543,8720,179195356,0,963447,212093,95035,149613,0,0,1629,,,,,,,,,,,
6083100,6594588,10121,207171791,0,1422239,209812,0,302983,50814,0,1883,,,,,,,,,,,
7275734,8176124,13634,244636290,0,3190141,0,0,217996,337712,1,2224,,,,,,,,,,,
6273257,7207884,11310,213934443,0,2259619,0,40577,346631,183029,0,1944,,,,,,,,,,,
8494095,8913758,12995,246797920,0,2915626,311183,0,8525,348666,0,2243,,,,,,,,,,,
7898982,8916857,12929,296180930,0,2491913,128084,217981,332914,223946,0,2692,,,,,,,,,,,
4848615,5514866,8790,159664213,0,1119702,35606,168792,141727,27374,0,1451,,,,,,,,,,,
5858005,6003714,9217,180552491,0,932713,341005,0,118707,0,0,1641,,,,,,,,,,,
4405723,5086317,8286,144598410,0,849873,0,280422,36302,0,0,1314,,,,,,,,,,,
5300865,6048321,9668,173555182,0,1339271,18486,314021,0,87524,0,1577,,,,,,,,,,,
7673060,8294901,12420,279821763,0,1725431,296568,282168,143529,127747,0,2543,,,,,,,,,,,
4972228,5371060,8510,123787123,0,1465050,86025,0,15053,106085,0,1125,,,,,,,,,,,
6892301,7867432,11933,227167401,0,2414854,0,342438,0,266613,0,2065,,,,,,,,,,,
7633124,7904607,13090,254064799,0,2052976,331929,123809,0,191805,1,2309,,,,,,,,,,,
4776499,5287660,8665,111449854,0,1686187,0,0,5351,144537,0,1013,,,,,,,,,,,
6625398,6974998,10418,198736885,0,1659593,264528,104132,0,140876,0,1806,,,,,,,,,,,
5447881,6085764,9652,143294799,0,1982501,0,78248,0,194736,0,1302,,,,,,,,,,,
6132948,6503719,9998,193710893,0,1310987,249182,105191,78844,69657,0,1761,,,,,,,,,,,
6801496,7536724,11354,221475814,0,2159577,113021,148541,131917,202124,0,2013,,,,,,,,,,,
6103998,6621605,10060,222837716,0,867811,243606,341285,53419,0,0,2025,,,,,,,,,,,
5926212,6667890,10412,169460007,0,2148335,0,154493,0,222318,0,1540,,,,,,,,,,,
5132289,5790631,9197,148530713,0,1717396,7903,0,180978,120414,0,1350,,,,,,,,,,,
4244082,4871217,7965,131807383,0,854484,0,222186,41127,0,0,1198,,,,,,,,,,,
5262122,5639633,8975,166948353,0,851680,195789,172357,37802,0,0,1517,,,,,,,,,,,
6335078,7001545,11332,257425233,0,1064607,212621,314091,205750,0,1,2340,,,,,,,,,,,
5139964,5840406,9057,154410617,0,1583994,0,128814,94041,112679,0,1403,,,,,,,,,,,
6597261,7105785,11035,191824530,0,2152448,162221,0,101803,205987,0,1743,,,,,,,,,,,
6079768,6609790,10246,198358546,0,1595635,177447,0,255094,87694,0,1803,,,,,,,,,,,
5300878,5506334,8462,155446039,0,820248,258810,91203,6587,0,0,1413,,,,,,,,,,,
6163855,6528252,9856,214064275,0,814307,301479,298985,0,0,0,1946,,,,,,,,,,,
3878801,4290460,7071,82317326,0,1097178,0,0,0,47358,0,748,,,,,,,,,,,
6733932,7433479,11009,229070928,0,1964933,153267,88193,243991,151064,0,2082,,,,,,,,,,,
6963563,7600778,11587,192636190,0,2674347,91320,53221,0,309903,0,1751,,,,,,,,,,,
5198670,5566003,8679,162669735,0,872675,192896,136312,58935,0,0,1478,,,,,,,,,,,
4665636,5436400,8528,165518255,0,1132452,0,85290,318783,0,0,1504,,,,,,,,,,,
5267295,5497437,8573,155527066,0,813700,246393,110808,0,0,0,1413,,,,,,,,,,,
7431397,8092846,13253,278062189,0,2155442,203094,205142,134903,179083,1,2527,,,,,,,,,,,
4960360,5091472,8083,131594059,0,813494,244115,13201,0,0,0,1196,,,,,,,,,,,
4020696,4290496,7249,91913629,0,813016,94760,0,0,0,0,835,,,,,,,,,,,
8506653,9066525,12985,263406000,0,2937883,275623,0,135084,331193,0,2394,,,,,,,,,,,
5094597,5825116,9093,160338246,0,1505457,0,125283,148947,90430,0,1457,,,,,,,,,,,
6718922,7106417,10808,210782178,0,1689412,271146,47621,117619,126191,0,1916,,,,,,,,,,,
5718552,6343038,9672,142312049,0,2297779,0,11271,0,247277,0,1293,,,,,,,,,,,
5067802,5516399,8820,143636319,0,1213498,106612,124134,0,66627,0,1305,,,,,,,,,,,
6337075,6915010,10703,198083897,0,1726425,147463,207633,0,151979,0,1800,,,,,,,,,,,
4897462,5135457,8058,123783854,0,1090964,170893,0,0,46249,0,1125,,,,,,,,,,,
5360307,6363744,9894,220678681,0,1155379,0,293328,341061,0,0,2006,,,,,,,,,,,
4008215,4417642,7210,92576996,0,1031785,25472,17188,15844,33822,0,841,,,,,,,,,,,
3786927,4134774,7387,96230537,0,841329,34734,0,28416,0,1,874,,,,,,,,,,,
4912228,5600042,9173,150202032,0,1316356,0,222559,21670,80131,0,1365,,,,,,,,,,,
5849293,6039616,9561,183673043,0,963524,323685,0,149422,0,0,1669,,,,,,,,,,,
5248294,6043059,9603,198669109,0,1110507,55250,189684,296399,0,0,1806,,,,,,,,,,,
5854724,6570397,10257,163370943,0,2281554,0,0,128017,223195,0,1485,,,,,,,,,,,
8248319,8995554,13173,310204553,0,1999794,296248,309861,199536,164086,0,2820,,,,,,,,,,,
6738130,7644878,11476,260835862,0,1640029,120719,311466,253331,95282,0,2371,,,,,,,,,,,
7462280,8496316,12823,244248453,0,3141845,0,0,335806,331756,0,2220,,,,,,,,,,,
8285704,9103985,13066,275805668,0,3017810,176840,0,305718,316140,0,2507,,,,,,,,,,,
6835040,7500159,12295,276654509,0,1498286,210039,321139,137477,69135,1,2515,,,,,,,,,,,
8579546,9321102,13532,310928093,0,2483853,295167,118412,323290,224105,0,2826,,,,,,,,,,,
4874133,5241458,8469,145390388,0,813621,156258,160503,0,0,0,1321,,,,,,,,,,,
5644422,6016273,9529,165797214,0,1356997,189624,35103,85254,76284,0,1507,,,,,,,,,,,
6188921,6779042,10554,233038130,0,971239,228869,295712,156628,0,0,2118,,,,,,,,,,,
4223540,4734896,7544,121693854,0,979310,36466,17808,166048,0,0,1106,,,,,,,,,,,
6436881,7252542,11263,195547104,0,2301488,14987,217638,0,247788,0,1777,,,,,,,,,,,
6057551,6906537,10735,193753480,0,2249355,0,0,294558,190036,0,1761,,,,,,,,,,,
5705502,6422185,9860,217011927,0,1109936,132888,187739,295674,0,0,1972,,,,,,,,,,,
6684129,7616752,11313,216047335,0,2378061,0,273863,36756,254402,0,1964,,,,,,,,,,,
7152016,7473055,11454,219758468,0,1810824,317519,78945,35933,160037,0,1997,,,,,,,,,,,
5222465,5892906,9938,162260820,0,1639452,0,183697,0,130253,1,1475,,,,,,,,,,,
5208257,5880433,9301,148495996,0,1647212,0,166800,0,138882,0,1350,,,,,,,,,,,
6720043,7522044,11321,188257885,0,2765554,0,109965,0,325117,0,1711,,,,,,,,,,,
7658190,8277743,11998,245264614,0,2378438,215659,150605,68064,249201,0,2229,,,,,,,,,,,
5371459,6002581,9249,141215853,0,1927914,0,80429,0,185660,0,1283,,,,,,,,,,,
6388205,7336442,11093,241156824,0,1791521,59202,209496,318717,109672,0,2192,,,,,,,,,,,
3702236,4024885,6768,78939649,0,812820,41698,0,0,0,0,717,,,,,,,,,,,
5895073,6112873,9232,188138639,0,814034,320921,170886,0,0,0,1710,,,,,,,,,,,
9159449,9801288,14181,314192104,0,2663509,342152,256641,63039,297377,0,2856,,,,,,,,,,,
5401410,5924703,8980,175251302,0,1042066,138205,258106,0,38028,0,1593,,,,,,,,,,,
5628161,6331490,9785,158489439,0,1972110,0,143782,0,192990,0,1440,,,,,,,,,,,
5929378,7017127,11287,256784833,0,1451427,0,343182,340774,42028,1,2334,,,,,,,,,,,
5804671,6483190,9910,180066473,0,1665069,63112,230661,0,141829,0,1637,,,,,,,,,,,
4603678,5032344,8339,135665799,0,813528,105655,171558,0,0,0,1233,,,,,,,,,,,
4711362,5230829,8506,135714976,0,1255341,57576,0,165805,46000,0,1233,,,,,,,,,,,
6921710,7282362,11288,207013543,0,1943377,270029,0,95651,172149,0,1882,,,,,,,,,,,
4175224,4776970,8022,126195486,0,844384,0,208938,30943,0,0,1147,,,,,,,,,,,
4449829,4768852,7623,114449085,0,958386,116404,0,53775,15226,0,1040,,,,,,,,,,,
5747755,6056805,9541,187423083,0,1030699,273248,0,216572,0,0,1703,,,,,,,,,,,
5565239,6143402,9479,198506851,0,946278,164404,241785,132186,0,0,1804,,,,,,,,,,,
4905325,5753560,9177,184458333,0,1095046,0,202054,281102,0,0,1676,,,,,,,,,,,
6250319,7158233,10991,207534214,0,2326035,0,0,347370,193989,0,1886,,,,,,,,,,,
4030690,4298526,7221,92318451,0,813024,96414,0,0,0,0,839,,,,,,,,,,,
8509150,9510405,14298,313057734,0,3032161,132994,175709,280261,315444,1,2846,,,,,,,,,,,
6605075,7727690,11773,256675814,0,2030388,0,269295,341038,145705,0,2333,,,,,,,,,,,
6815729,7745556,12098,216919147,0,2536366,0,223979,64238,276164,0,1972,,,,,,,,,,,
4434585,4799687,7889,121495150,0,922688,108647,0,109338,0,0,1104,,,,,,,,,,,
4015626,4568195,7668,113615452,0,813269,0,187357,0,0,0,1032,,,,,,,,,,,
4549179,5228358,8438,147027920,0,1223794,4793,0,299995,18367,0,1336,,,,,,,,,,,
6464159,7260690,11090,185264993,0,2668830,0,0,145817,284714,0,1684,,,,,,,,,,,
4240028,4667265,7890,113573825,0,866555,59771,115537,0,8876,0,1032,,,,,,,,,,,
6826779,7525857,11308,232216480,0,1780726,158682,309722,22754,157176,0,2111,,,,,,,,,,,
5351609,6101196,9450,200628021,0,943322,82146,337570,129236,0,0,1823,,,,,,,,,,,
4844148,5222910,8357,144546904,0,916245,149300,61382,102700,0,0,1314,,,,,,,,,,,
8064932,8669385,13305,271996065,0,2453744,248085,226473,0,265761,1,2472,,,,,,,,,,,
3888611,4312607,7299,96937910,0,813038,27857,89278,0,0,0,881,,,,,,,,,,,
6420344,6863138,10391,224814976,0,1012514,281961,324320,0,32994,0,2043,,,,,,,,,,,
6351213,6938311,10585,241585486,0,1126416,247332,157426,311751,0,0,2196,,,,,,,,,,,
5621163,6377761,9766,170015612,0,1834621,0,195034,30341,165023,0,1545,,,,,,,,,,,
6372648,7354498,11404,252077468,0,1597719,66856,285009,319880,77173,0,2291,,,,,,,,,,,
6671589,7671596,11647,230857623,0,2392534,0,143525,273238,217380,0,2098,,,,,,,,,,,
7923689,8745959,12796,268405638,0,2802163,160824,0,341343,274213,0,2440,,,,,,,,,,,
7264244,7868954,11399,271418298,0,1533094,294582,181786,275442,73768,0,2467,,,,,,,,,,,
5552169,6243655,10269,217375574,0,1184480,118460,122566,326182,0,1,1976,,,,,,,,,,,
5794260,5954051,9296,178419800,0,937977,327192,0,123904,0,0,1622,,,,,,,,,,,
5269676,6016300,9289,188622885,0,1281443,57657,101190,308854,26437,0,1714,,,,,,,,,,,
4451067,4648804,7345,109414614,0,813093,166337,0,0,0,0,994,,,,,,,,,,,
9170163,10007460,14469,351129109,0,2433556,329186,288997,289037,221424,0,3192,,,,,,,,,,,
4976538,5740942,9220,166562530,0,1245303,0,237886,105560,54304,0,1514,,,,,,,,,,,
7005996,7498004,11179,244980227,0,1671328,294052,0,330785,87636,0,2227,,,,,,,,,,,
4839825,5428395,8674,127854622,0,1630504,0,0,104802,118670,0,1162,,,,,,,,,,,
8381651,8827144,12841,251237147,0,2797473,306997,0,66563,319224,0,2284,,,,,,,,,,,
5529459,6287534,10038,192279435,0,1339094,53955,258941,121313,67246,0,1748,,,,,,,,,,,
5241195,5924026,9450,156589479,0,1528904,12347,211601,0,119152,0,1423,,,,,,,,,,,
5301777,5359215,8675,154614572,0,857547,301339,0,0,0,1,1405,,,,,,,,,,,
4275579,4859612,7775,129950556,0,813300,18821,236345,0,0,0,1181,,,,,,,,,,,
8188976,8802465,12662,255894896,0,2710285,237278,139165,27537,311274,0,2326,,,,,,,,,,,
4440207,4873598,7967,127214857,0,969846,85893,0,156450,0,0,1156,,,,,,,,,,,
5424210,5911907,9253,164608617,0,1237116,130551,182593,0,70527,0,1496,,,,,,,,,,,
5884751,6518443,10108,145868939,0,2428899,0,0,0,269106,0,1326,,,,,,,,,,,
4753722,4900072,8191,121623817,0,813419,216271,0,0,0,0,1105,,,,,,,,,,,
5272535,5838108,8999,132268298,0,1923607,13506,12087,22432,181279,0,1202,,,,,,,,,,,
6921540,7497518,11314,213102500,0,2076073,174748,172808,0,210205,0,1937,,,,,,,,,,,
6534829,7064592,10564,179129632,0,2289904,122230,41863,0,245896,0,1628,,,,,,,,,,,
4911435,5035798,7959,128139522,0,813426,242920,0,0,0,0,1164,,,,,,,,,,,
6044482,6588831,9967,159444305,0,2196030,78256,0,28940,225527,0,1449,,,,,,,,,,,
6049468,6384648,9773,169262182,0,1660386,208375,0,47682,133112,0,1538,,,,,,,,,,,
4764343,5311959,8523,151212398,0,1117127,78685,0,254172,8220,0,1374,,,,,,,,,,,
7473845,8638610,12890,272164993,0,2671459,0,288421,238338,269590,0,2474,,,,,,,,,,,
4285888,4671747,7693,115076794,0,813270,85751,105910,0,0,0,1046,,,,,,,,,,,
4006020,4446258,7235,99975236,0,992527,26170,0,84805,15777,0,908,,,,,,,,,,,
5703764,6129635,9499,194054209,0,814097,230545,287852,0,0,0,1764,,,,,,,,,,,
5116118,5924029,9411,192573727,0,1140002,36450,153893,325935,0,0,1750,,,,,,,,,,,
4304803,4834491,7902,111095229,0,1169685,0,105756,0,59394,0,1010,,,,,,,,,,,
5934468,6052373,9273,174087492,0,1056593,337495,0,58612,30657,0,1582,,,,,,,,,,,
8120950,8631676,12580,244511927,0,2681718,261973,94237,0,311046,0,2222,,,,,,,,,,,
6167979,6894659,10849,242555508,0,1049483,180913,306279,234757,0,0,2205,,,,,,,,,,,
6000005,6787446,10591,185091690,0,1974572,12021,242093,0,193400,0,1682,,,,,,,,,,,
6387474,6943045,11623,257359649,0,1214009,249677,138633,312434,0,1,2339,,,,,,,,,,,
6880782,7518148,11171,203676195,0,2479678,119605,0,136362,254818,0,1851,,,,,,,,,,,
6328714,6692139,10272,177685422,0,1844462,209172,0,44823,164210,0,1615,,,,,,,,,,,
4313290,4532169,7774,103697104,0,813240,142953,0,0,0,0,942,,,,,,,,,,,
4452634,4840991,7940,124309698,0,843223,102486,97509,29868,0,0,1130,,,,,,,,,,,
5867781,6314575,9468,204546938,0,980252,241697,154164,166117,0,0,1859,,,,,,,,,,,
6373748,7323073,11039,217235967,0,2057091,0,311039,76448,194316,0,1974,,,,,,,,,,,
4226303,4523792,7657,105234079,0,856170,107145,0,42975,0,0,956,,,,,,,,,,,
6208385,6646014,9964,211044158,0,1146755,254686,196967,88525,40660,0,1918,,,,,,,,,,,
5503689,5551708,8615,154182461,0,831238,332243,0,17549,0,0,1401,,,,,,,,,,,
3989629,4533807,7490,111629570,0,935397,0,56841,122224,0,0,1014,,,,,,,,,,,
4496757,5167004,8514,143453164,0,984817,0,232828,56165,19174,0,1304,,,,,,,,,,,
8593222,9358385,13476,312360035,0,2802655,210800,319549,0,309321,1,2839,,,,,,,,,,,
6897583,7646028,11538,216098850,0,2273108,93204,229236,0,243076,0,1964,,,,,,,,,,,
