DWT_LSUCNT,DWT_CPICNT,DWT_EXCCNT,DWT_CYCCNT,DWT_SLEEPCNT,DWT_FOLDCNT,LSU_stim,CPI_stim,FLD_stim,EXC_stim,LEGIT,TIME,METADATA
4298976,4346122,7913,104901332,0,834537,128239,0,21223,0,0,953,
6779104,6854195,11115,209565858,0,1478734,319643,130468,0,110680,0,1905,
5317851,5497666,9498,169902342,0,814048,198146,221357,0,0,0,1544,
7465109,7687565,12417,232095532,0,2093356,284141,89165,61317,202829,0,2110,
5050616,5406026,9323,169105648,0,1122016,110026,0,307993,0,0,1537,
6595836,7002736,11522,229269541,0,1665934,198862,82082,270719,96712,0,2084,
4311932,4515644,7894,118052921,0,834882,77318,106638,21503,0,0,1073,
7075319,7784290,12670,216505658,0,2756788,0,212425,23006,319775,0,1968,
5510159,6149777,11685,219612648,0,1615692,0,175429,262527,67561,1,1996,
5643695,5649614,9695,173908745,0,957269,291160,0,143129,0,0,1581,
6128287,6276623,10202,177238197,0,1550808,213928,88894,0,122766,0,1611,
6320277,6728684,10977,218061386,0,1452421,174888,216369,128219,84913,0,1982,
6157021,6314088,10436,194824368,0,1406204,252262,0,190041,66952,0,1771,
5705277,5762036,9513,165509902,0,1248542,241592,0,89881,57439,0,1504,
5095301,5454196,9204,150204584,0,1474303,59095,0,186449,79002,0,1365,
6569635,7349674,11804,227833466,0,2259960,0,191034,232673,202045,0,2071,
6459010,7193639,11658,217498397,0,2306106,0,117547,259017,205365,0,1977,
6394719,7017957,11356,192882070,0,2348242,0,186988,33242,250059,0,1753,
5045813,5303511,8977,134628760,0,1459701,76088,16062,67036,96494,0,1223,
4209712,4460384,7858,95641642,0,1258205,0,24673,0,74160,0,869,
5108831,5635483,10609,183182579,0,1409061,0,217926,97960,68115,1,1665,
5394976,5845127,9775,172708978,0,1422752,60383,157678,118195,81724,0,1570,
4458033,4933954,8577,145818912,0,839215,0,317971,0,4245,0,1325,
7469498,8349008,13014,256456585,0,2923880,0,120857,304292,300694,0,2331,
5993005,6516445,10650,168966240,0,2283406,0,62471,80081,231503,0,1536,
5898962,6419832,10125,167453835,0,2123425,0,152153,0,218209,0,1522,
4503775,4713219,8324,128643367,0,965971,96857,0,152430,0,0,1169,
6855934,7453658,11974,221462337,0,2187392,74964,288600,0,228740,0,2013,
4504917,4678862,7874,104317633,0,1292909,52879,0,0,79945,0,948,
6540390,6684819,10964,194925963,0,1734408,251386,8829,98832,136855,0,1772,
5730534,5785938,9740,174123283,0,1132969,263449,0,135787,30509,0,1583,
5503298,5476314,9460,163857847,0,919456,286927,0,105471,0,0,1489,
5376156,5818184,10385,168052103,0,1728296,22192,96848,89783,130026,1,1527,
4228765,4364704,7607,108418585,0,813221,89716,75243,0,0,0,985,
7369404,7644251,12017,223490397,0,2205421,235652,129414,0,231753,0,2031,
5946217,6626970,10847,201587017,0,1764664,0,317545,61053,148159,0,1832,
6303353,7154708,11902,240881583,0,1872236,0,255114,317402,123280,0,2189,
7264821,8168998,12941,259761130,0,2589230,0,253916,238730,255849,0,2361,
4776538,5285984,8932,155501908,0,1371799,0,0,315030,40481,0,1413,
6252408,6804350,11117,205517885,0,1752276,72580,311215,0,156262,0,1868,
6326529,6577531,11088,216764203,0,1395188,255096,0,303725,46126,0,1970,
7851988,8250426,13300,280217049,0,2045757,302632,80966,311085,153182,0,2547,
7771055,8330291,14880,333877469,0,1674421,277439,317967,312211,69134,1,3035,
5401814,5945986,9686,168120277,0,1576470,0,257325,8440,125646,0,1528,
5917908,5954395,9998,190875346,0,1006431,312569,0,192142,0,0,1735,
4685705,5181110,8860,150762906,0,1022502,0,302061,0,34780,0,1370,
5431014,6170237,10468,219414141,0,1101610,24424,318635,286886,0,0,1994,
5519863,5803045,9481,152671027,0,1649250,94693,51908,45479,131637,0,1387,
6561742,6809762,11334,241933437,0,1019951,312826,200147,204998,0,0,2199,
5471054,5677884,9514,147314113,0,1533751,124333,54695,5016,119143,0,1339,
3916011,4178688,7374,101355245,0,937202,13048,0,124012,0,0,921,
7716558,8041076,12726,242244817,0,2442547,249919,16509,161689,244269,0,2202,
6135701,6463391,10493,161712739,0,2228155,81316,0,30312,230605,0,1470,
7242422,7774521,12805,259971350,0,2152522,161798,179553,182632,185033,1,2363,
4989118,5326537,9231,164547970,0,1104810,108236,0,290784,0,0,1495,
5558713,6279132,10354,206548461,0,1523111,0,187422,309700,66476,0,1877,
7560661,7664102,12205,216754712,0,2288892,307295,0,14345,243273,0,1970,
3983780,4243367,7560,95750557,0,1005970,0,75452,0,32130,0,870,
4647692,4865982,8283,137227360,0,988505,109962,0,174905,0,0,1247,
5186247,5702403,9622,160372471,0,1668068,0,28220,231372,103772,0,1458,
4979486,5423036,9312,172201130,0,1115626,73354,56786,301576,0,0,1565,
5741703,6357311,10640,193663424,0,1726348,18855,161218,200474,118559,0,1760,
4630233,4899096,8268,122559158,0,1294989,47968,0,100995,63418,0,1114,
6307736,6876854,11255,223164377,0,1584611,104222,293061,116236,108925,0,2028,
4248265,4647014,7912,127617540,0,1099898,0,0,237205,8204,0,1160,
6760795,7512513,11983,223617189,0,2485508,0,162095,190585,246658,0,2032,
5180190,5736340,9684,191755346,0,1028369,58002,241642,214068,0,0,1743,
5492828,5634848,9416,152792347,0,1400767,170945,0,75632,85210,0,1389,
7472690,7891777,12915,273515815,0,1655990,284105,252131,183062,109569,0,2486,
6059633,6143479,10328,202058760,0,1052940,312904,0,238513,0,0,1836,
6419865,7136179,11556,213530294,0,2327690,0,87132,270913,206989,0,1941,
7078718,7834545,12473,226903384,0,2598019,0,305951,0,297150,0,2062,
4131752,4385810,7745,112220899,0,954451,40722,0,141144,0,0,1020,
4399204,4779304,8315,124801833,0,1248945,0,0,185358,41684,0,1134,
5089886,5325302,9075,162231596,0,813926,153399,235000,0,0,0,1474,
4971789,5338260,8953,127013655,0,1662535,0,75111,0,141477,0,1154,
7400297,7821742,12932,263345963,0,2176857,224775,44110,283008,172410,1,2394,
5521183,5990721,9656,156834370,0,1909906,7985,76852,81669,169035,0,1425,
6573340,6969143,11475,241153372,0,1355626,234644,163167,263163,46248,0,2192,
6496559,7156581,11397,201840859,0,2491946,0,70833,189303,247983,0,1834,
6814985,6975978,11220,192826489,0,2065796,233098,0,39644,201932,0,1753,
5607893,6126378,10137,164542260,0,1841552,0,196243,0,171229,0,1495,
7836644,8679201,13647,287590183,0,2542864,86819,299516,227898,249866,0,2614,
5578145,5620326,9555,173252045,0,814069,271863,160086,0,0,0,1575,
6445127,7141786,11364,209402200,0,2213203,0,253505,70032,221408,0,1903,
5021211,5562195,9184,164545028,0,1218921,0,305608,18566,64391,0,1495,
6710269,7126472,11675,243669893,0,1744509,193229,117981,236037,108190,1,2215,
6824317,7563964,12152,221357544,0,2445622,0,272145,51252,263232,0,2012,
4554661,4851384,8504,138184113,0,1029661,73584,0,216041,0,0,1256,
4370025,4702734,8174,113859242,0,1285050,0,14326,101346,61710,0,1035,
3683162,3907807,7192,85892260,0,812991,0,72746,0,0,0,780,
5083345,5445647,9098,126847690,0,1834685,0,0,50064,161817,0,1153,
8277597,8918657,14277,314313578,0,2138702,252220,310688,243258,179900,0,2857,
6753659,7304154,11497,209095409,0,2262745,69265,227683,0,241335,0,1900,
5159167,5262326,9053,155594011,0,968575,204893,0,154704,0,0,1414,
4608702,4686977,8013,124354308,0,891910,151693,0,78531,0,0,1130,
4452008,4603156,7999,109399483,0,1102086,80240,10114,26580,43696,0,994,
6641812,6925411,11121,182071962,0,2301838,145189,0,36777,241768,0,1655,
4246076,4586728,8730,135556266,0,1068864,18057,0,210801,0,1,1232,
4786512,4885373,8223,116845566,0,1212395,119899,0,0,66503,0,1062,
4197332,4469279,7770,100232991,0,1239809,0,0,59385,61186,0,911,
7303775,7602045,11870,207118544,0,2573465,184316,0,49944,284785,0,1882,
4779178,5083183,8631,137386035,0,1106116,62819,165331,0,48744,0,1249,
5335492,6001623,10186,193593383,0,1334935,0,267219,189281,55208,0,1760,
6424565,6581488,10556,179590896,0,1853214,210825,41563,0,173150,0,1632,
5090918,5644540,9468,167280862,0,1372802,0,194250,133609,70857,0,1520,
6403464,6897399,11067,165991414,0,2726171,0,0,32228,313266,0,1509,
5827499,6073043,10467,193380891,0,1275623,210386,0,268474,32115,0,1758,
5067392,5088826,8799,144085310,0,902418,222449,0,88710,0,0,1309,
5564838,5944767,9599,134899093,0,2204170,0,0,0,231718,0,1226,
4577917,5031402,8594,141984377,0,1289962,0,0,264854,35231,0,1290,
7641236,8227266,13611,265066586,0,2411820,138542,319055,0,258661,1,2409,
6231064,6903639,11063,201943034,0,2332530,0,0,318048,199972,0,1835,
6936110,7227548,11637,235477687,0,1762288,266075,0,295912,108573,0,2140,
4350885,4574096,8166,121540428,0,958659,74910,0,145168,0,0,1104,
5131745,5254180,8923,134527388,0,1276276,143951,31225,6730,75976,0,1223,
7199269,7731327,12412,267528464,0,1729725,214534,231140,248355,111002,0,2432,
5276528,5632761,9223,149197633,0,1614718,52988,48450,93457,117897,0,1356,
5582468,5598372,9497,171431997,0,956973,281237,0,142917,0,0,1558,
6123380,6643531,10783,169062471,0,2458882,0,0,114896,254937,0,1537,
6924616,7396064,11739,211971595,0,2268253,113694,193250,0,242241,0,1927,
5233735,5743371,9683,159610891,0,1743610,0,0,243813,114293,0,1451,
6922250,7760148,12832,256368398,0,2419310,0,239153,229188,221771,1,2330,
5399132,5450985,9541,164535783,0,962273,247825,0,148223,0,0,1495,
6674084,7307211,11893,229039158,0,1932003,78116,319217,60958,176002,0,2082,
8328748,8764625,13788,283722804,0,2275517,281896,319958,0,243304,0,2579,
4984192,5377738,8970,132885963,0,1708067,0,0,113140,130200,0,1208,
6947588,7720824,12248,229986320,0,2586052,0,181860,174095,266142,0,2090,
7797517,8119240,12803,244968752,0,2485562,256893,0,176912,248898,0,2227,
7297865,8090257,12702,236374133,0,2922891,0,109038,214466,315529,0,2148,
6701623,7134408,11716,255773686,0,1176395,248025,306396,188178,28845,0,2325,
5626443,5921109,10559,205909637,0,874372,187359,316346,15476,0,1,1871,
7141065,7529796,11837,197059484,0,2696910,117013,42016,0,313702,0,1791,
4015786,4325082,7698,106368557,0,896923,0,141580,0,13939,0,967,
6831811,7055139,11533,220876644,0,1753244,270750,0,215977,120409,0,2008,
6419175,6750409,11259,240763228,0,961412,269977,297530,146473,0,0,2188,
7321389,7745611,12260,210679130,0,2764604,128371,0,92251,309574,0,1915,
6571869,6655079,10838,194366489,0,1664316,282470,0,84780,127509,0,1767,
6151717,6680675,10793,171495963,0,2342552,0,125342,0,254701,0,1559,
6183540,6821243,10961,194249845,0,2225674,0,116668,158763,208727,0,1765,
7757917,8771161,13819,286947521,0,2821193,0,267843,305482,283307,0,2608,
5213308,5266459,9217,151996606,0,869880,222641,105101,6598,8234,0,1381,
6517293,7289418,11714,225883777,0,2287802,0,130513,291144,196956,0,2053,
6329614,6987785,11362,199704712,0,2358977,0,72766,208882,222564,0,1815,
5555944,5560876,9231,162102200,0,1062784,263093,0,90956,26320,0,1473,
5131349,5469088,9257,172306013,0,1120471,124643,0,306438,0,0,1566,
4334497,4573393,8160,121731332,0,958790,68723,6973,145308,0,0,1106,
5843756,6059935,9761,157204368,0,1811071,134922,0,42350,159116,0,1429,
6426440,6564605,10810,200902306,0,1358496,273658,165193,0,90665,0,1826,
5636309,5770028,9790,183661826,0,983980,247358,58803,169784,0,0,1669,
7637694,8129438,12747,235753134,0,2613601,147223,189517,0,299735,0,2143,
4349214,4780208,8299,137646960,0,813589,5786,283013,0,0,0,1251,
4820335,4842742,8274,131179621,0,813493,194130,63715,0,0,0,1192,
4685233,5075657,10051,169156762,0,976705,43110,219769,75108,0,1,1537,
4709446,5132211,9089,156423106,0,1132156,48117,0,318221,0,0,1422,
4757746,5118545,8787,122983445,0,1482685,0,94167,0,111500,0,1118,
4948417,4851730,8341,128938213,0,813499,247369,0,0,0,0,1172,
4938032,5203520,8958,156032314,0,1049289,127608,0,235437,0,0,1418,
4677132,5028768,8713,149103892,0,813776,68725,266612,0,0,0,1355,
5360839,5213725,8909,146800096,0,823174,311182,0,9460,0,0,1334,
6813065,7481885,11885,206045312,0,2713383,0,99055,120794,296297,0,1873,
6825775,7091207,11291,212913700,0,1959626,227421,0,178205,161125,0,1935,
5636094,5577565,9579,168507331,0,913402,311898,0,99399,0,0,1531,
4052076,4389251,7686,112928398,0,1026546,0,0,178800,5740,0,1026,
4206580,4438917,7608,91997659,0,1305493,0,0,0,82055,0,836,
5829641,6522808,10558,203514368,0,1844823,0,124018,292876,122897,0,1850,
6623834,6998717,12613,205176002,0,2442942,100909,0,98513,240389,1,1865,
5784889,6272983,10160,159690455,0,2228537,0,0,123358,215176,0,1451,
4358415,4537251,7909,118743590,0,813356,89731,118354,0,0,0,1079,
7911203,8469973,13243,271421130,0,2308873,195714,317896,39948,242232,0,2467,
5536012,5818098,10011,189532632,0,814345,187741,313971,0,0,0,1723,
6207906,6727314,10929,174586986,0,2424219,12301,27342,102538,251206,0,1587,
4405257,4845251,8536,141272804,0,942701,8782,166099,129000,0,0,1284,
5797112,6303202,10430,177867644,0,1981268,36741,0,233043,155649,0,1617,
5479273,5979354,9819,158882268,0,1780098,0,184846,0,161002,0,1444,
5990317,6522650,10829,231391637,0,1165146,150476,210396,308021,7051,0,2103,
5968864,6512180,10585,172490360,0,2301676,0,0,171970,219228,0,1568,
5642717,6369796,12006,252167439,0,1256663,32518,311482,310215,0,1,2292,
5364573,5803048,9588,145366473,0,1955567,0,0,116609,170843,0,1321,
4600746,5040451,8550,145639661,0,1225294,16860,0,278549,22166,0,1324,
9614843,10330235,16036,362730025,0,2825219,304784,279074,297396,285171,0,3297,
6659795,7048119,11862,257932260,0,1061952,277856,260867,246807,0,0,2344,
6766497,6996627,11270,216319621,0,1782076,255553,0,204369,127167,0,1966,
6281790,6811566,10895,172562868,0,2574915,0,0,104246,276044,0,1568,
6510081,6786544,11126,209035054,0,1739222,218752,0,223964,116768,0,1900,
3953259,4177347,7326,88665264,0,1071325,0,32785,0,43046,0,806,
6760977,6960268,11157,192225269,0,2099510,211812,0,55249,204953,0,1747,
4644720,5082358,8835,139250005,0,1134709,0,231565,0,53495,0,1265,
6450090,6652741,10763,254740098,0,1037469,295879,272186,91393,0,1,2315,
4634021,5178354,8941,161622797,0,898119,0,304845,84220,0,0,1469,
6434888,7039326,11087,189845028,0,2401543,0,190259,0,264496,0,1725,
6383196,6769643,11369,211639080,0,1542785,170092,240840,47736,113377,0,1924,
5977548,6545313,10847,177458998,0,2216589,0,57075,147830,209054,0,1613,
5043280,5399935,8898,125258461,0,1765553,0,47220,0,158648,0,1138,
4371687,4672562,8110,107800589,0,1268333,0,73459,0,75829,0,980,
6133497,6710682,10985,181273208,0,2384853,0,0,197110,228870,0,1648,
6594651,6738418,11104,192720891,0,1745161,245292,82820,0,155106,0,1752,
3788266,4012228,7296,91505310,0,813065,11597,84350,0,0,0,831,
4463978,4742254,8332,127942868,0,1076265,58122,0,170684,15337,0,1163,
7949302,8334500,13112,260164906,0,2269374,258003,240012,8882,240846,0,2365,
7537947,8251535,14478,305217507,0,2240598,130557,273934,263754,171631,1,2774,
7833740,8675747,13764,278471488,0,2697948,66953,273283,199758,280406,0,2531,
6654542,7470243,12249,257211166,0,1820595,51706,317254,271959,122213,0,2338,
6706014,6879666,11152,190971800,0,2014085,224179,0,54226,190890,0,1736,
6895228,7715763,12350,239439694,0,2465856,0,190962,242038,234773,0,2176,
4871188,4829839,8265,128973312,0,840455,221091,0,26974,0,0,1172,
4267156,4353703,7643,98800108,0,980384,91384,0,0,27865,0,898,
3848600,3996570,7289,88874715,0,853199,44134,0,40143,0,0,808,
4709872,5199607,9059,150465115,0,1050654,0,295213,0,39461,0,1367,
6543610,7182200,11519,198130294,0,2407265,0,221086,3334,264868,0,1801,
6245484,6676246,10795,176816585,0,2166359,63901,117496,0,225330,0,1607,
6489663,7023108,12393,204779053,0,2641791,0,109063,12017,280517,1,1861,
5498151,6042793,9940,168736482,0,1914795,0,0,248791,141970,0,1534,
4744997,5224026,8682,150138853,0,1368237,3569,0,283359,45180,0,1364,
6829722,7104231,11457,217583113,0,1702937,233239,207448,0,148027,0,1978,
7763477,8786627,13973,289202420,0,2805273,0,273157,314580,279136,0,2629,
6026128,6479738,10730,199246960,0,1764281,112076,0,302663,107852,0,1811,
4795847,4832746,8362,131005532,0,884284,186487,0,70789,0,0,1191,
6534573,7180738,11269,199223799,0,2581081,0,34581,198697,261284,0,1811,
6285063,7120955,11684,242982820,0,1764590,13429,285285,300363,108190,0,2209,
4525520,4807788,8375,135500900,0,1016839,75125,0,203260,0,0,1231,
5220589,5118551,8860,142775096,0,837663,280519,0,23950,0,0,1298,
5872876,6399759,11022,180843445,0,2253525,0,0,174989,203287,1,1644,
4815377,5131926,8756,115133797,0,1681270,0,0,27147,140093,0,1046,
7221044,7434028,11990,224354888,0,1901141,274711,153877,0,181033,0,2039,
5553658,5806052,9915,188267167,0,1110382,200055,0,296116,0,0,1711,
6432526,7019296,11080,186406220,0,2612199,0,0,167217,271744,0,1694,
5584734,5734933,9686,175339661,0,1129706,221387,19047,172796,23798,0,1594,
5500765,5761384,9666,172210680,0,1328294,156772,0,213164,50173,0,1565,
4739784,4704582,8208,122272953,0,829450,204405,0,16023,0,0,1111,
4506878,4856969,8371,119092631,0,1261410,0,122041,0,74649,0,1082,
4588335,4968136,8486,127094638,0,1401287,0,0,159358,71397,0,1155,
5038482,5558168,9454,180433229,0,965143,51143,282041,128987,3669,0,1640,
5751933,5878811,10096,189077331,0,1048956,263545,0,234683,0,0,1718,
4818781,5120525,9425,163370227,0,1107769,93788,0,249682,0,1,1485,
8619348,9118931,14232,289582588,0,2832411,256509,72557,233246,297215,0,2632,
5422277,5768652,9557,179638985,0,1008258,131856,290969,0,32349,0,1633,
5890952,6422543,10483,169352342,0,2254975,0,0,167229,212241,0,1539,
7126938,7897691,12475,230855609,0,2785302,0,133590,189270,296815,0,2098,
5676035,6285880,10453,184306306,0,1856217,0,106390,211797,138329,0,1675,
4578466,4997875,8631,149050718,0,1114195,35400,0,300410,0,0,1355,
6468489,7049731,11382,211323659,0,2022853,66030,213547,93230,185807,0,1921,
8157976,8764390,13859,275184020,0,2661003,176083,224744,113245,288681,0,2501,
6517724,6800204,11215,208663749,0,1539647,214828,221560,0,120825,0,1897,
7298922,8040435,14011,256718840,0,3105484,0,0,303700,309203,1,2333,
6267663,6452196,10969,221153663,0,1025365,301326,119456,210635,0,0,2010,
4247324,4585559,7880,114676038,0,1186555,0,0,148039,37528,0,1042,
7192515,7581967,12093,221462940,0,2226301,176408,177266,0,235230,0,2013,
7561551,8203647,12913,258795609,0,2469340,128748,176650,195911,242996,0,2352,
4972404,5476713,9340,167616947,0,1124121,29719,229557,115338,32461,0,1523,
5550175,5990885,9827,147632548,0,2037673,0,65619,26003,199616,0,1342,
5496937,5881887,9740,141895096,0,2014196,17217,18912,38300,193658,0,1290,
7166388,8098700,12606,265297815,0,2484629,0,236026,316054,225525,0,2411,
5106604,5607387,9361,156124712,0,1435455,0,220656,26763,99121,0,1420,
5539031,5863164,9914,193002590,0,963458,174691,192630,149160,0,0,1754,
6104352,6242382,10569,208706960,0,1094814,299165,0,280308,0,0,1897,
4638521,4601434,8109,116727690,0,817601,193298,0,4200,0,0,1061,
5518575,5661873,9476,178055921,0,1035717,231250,0,221617,0,0,1618,
6557707,6894309,11215,216596911,0,1785163,203578,0,271343,116515,0,1969,
5372565,5827521,9562,148972065,0,1939690,0,0,139390,164394,0,1354,
6987635,7412686,12160,270189130,0,1284523,281744,230180,288702,30081,0,2456,
6513625,6773967,11217,231929617,0,1068077,283716,283632,73607,29933,0,2108,
5297244,5395982,8988,140044368,0,1339719,165014,0,31871,82346,0,1273,
6226958,6822146,11481,198625714,0,2440677,0,0,221074,226854,1,1805,
3738801,3925917,7246,86064693,0,813072,18783,54289,0,0,0,782,
5687800,5896353,9922,154052070,0,1687927,136350,0,54787,136515,0,1400,
6229495,6835527,10911,188840462,0,2366680,0,53130,174749,229571,0,1716,
7421015,8229253,13269,267074313,0,2391813,65546,301753,182785,232242,0,2428,
4621142,4970919,8545,120133067,0,1475372,0,0,104564,92875,0,1092,
5211773,5464490,9398,169801125,0,1071720,162135,0,257699,0,0,1543,
5861670,5970414,10002,177151905,0,1170341,241025,136786,0,59361,0,1610,
4625434,4667243,8159,122109042,0,813439,166465,54071,0,0,0,1110,
4345152,4708556,8040,121630462,0,1198266,0,27119,147545,39551,0,1105,
4111163,4211268,7482,99301594,0,846557,88919,4544,33431,0,0,902,
6665061,7171081,11291,180721178,0,2698723,24618,67716,0,314023,0,1642,
5918660,6494899,10559,179252196,0,2210502,0,0,230006,194346,0,1629,
6320085,7098457,11940,239247402,0,1967398,0,279768,201755,151045,1,2175,
4541942,4985547,8715,148796692,0,1124958,23865,0,311128,0,0,1352,
6926056,7648978,12396,218155658,0,2602260,0,225169,54196,288838,0,1983,
5246065,5905426,10108,190819394,0,1260694,0,281547,175412,45149,0,1734,
8424876,8939299,14147,288332130,0,2724440,250495,37261,305396,267200,0,2621,
4840140,5196311,9102,157951789,0,1099841,86059,0,285873,0,0,1435,
6339539,6650335,10967,213003267,0,1286531,214849,290172,0,78642,0,1936,
6081196,6669489,10843,183147402,0,2306028,0,22130,198876,215449,0,1665,
4709061,4808918,8419,128064113,0,966284,148041,0,84043,11452,0,1164,
5058897,5343691,9061,164381386,0,1078497,133253,0,264547,0,0,1494,
4846519,5268173,8971,137531364,0,1379759,0,175487,0,94335,0,1250,
4096657,4332419,7714,108966499,0,903713,42653,35176,90402,0,0,990,
5109899,5622346,10027,171784856,0,1367019,0,279020,0,84819,1,1561,
6592532,6903326,11390,218673742,0,1457218,223434,271060,0,107065,0,1988,
5887872,6469936,10502,180231477,0,2083619,0,96066,146717,187091,0,1638,
5276578,5808699,9817,164280557,0,1747966,0,0,267132,111110,0,1493,
5431430,5917502,9799,155944734,0,1767522,0,175079,0,158912,0,1417,
5811197,6545320,10756,211909093,0,1650393,0,243832,235508,100029,0,1926,
4680541,5239843,9027,165443630,0,925044,0,293992,111030,0,0,1504,
4792654,4819592,8208,124248680,0,968892,175402,0,28566,21145,0,1129,
7882850,8870453,13900,292298021,0,2783023,22961,297763,276260,281811,0,2657,
5107643,5416300,9324,166926286,0,852751,127017,273814,0,6455,0,1517,
4885863,5402144,9061,158302497,0,1439188,0,9298,301244,53998,0,1439,
7820025,8658735,14247,284513053,0,2783769,50577,287415,160583,293810,1,2586,
7911554,8175293,12917,245082340,0,2338150,285350,142439,0,253821,0,2228,
6676983,6976112,11402,252020315,0,988301,310104,276735,173321,0,0,2291,
3841460,3988793,7110,88612539,0,852730,43464,0,39734,0,0,805,
4969322,5240001,9078,158333578,0,1058179,128352,0,244290,0,0,1439,
5885956,6507801,10755,188407623,0,1820016,0,300295,0,167580,0,1712,
6470324,6932425,11227,197221027,0,2041723,91648,199318,0,204516,0,1792,
5596493,6382035,10712,220496480,0,1334728,0,312584,273128,41145,0,2004,
4485524,4947066,8510,142894778,0,910989,0,291419,0,16218,0,1299,
5328173,5845685,9638,161880342,0,1811347,0,0,238781,126415,0,1471,
9247663,9843854,16855,358451062,0,2794872,289354,284175,188246,276467,1,3258,
7884279,8059647,12865,223321176,0,2633648,278055,0,0,303093,0,2030,
6142735,6290395,10487,211699621,0,1106471,300016,0,291939,0,0,1924,
7631098,8123170,12749,237835312,0,2759160,154365,0,202236,290287,0,2162,
6508702,7123363,11335,192228515,0,2641082,0,0,190419,272677,0,1747,
4450525,4805112,8220,120231269,0,1183776,0,142280,0,61715,0,1093,
4446346,4836736,8495,127290351,0,1271781,0,0,192674,44255,0,1157,
3846401,4062817,7365,94104584,0,898537,21159,0,85446,0,0,855,
6853054,7436471,11859,202583298,0,2570562,35005,174053,0,292621,0,1841,
5911374,6014471,10373,195705158,0,958039,288564,93231,143592,0,0,1779,
4555358,4969196,8590,147515264,0,1109627,33556,0,295880,0,0,1341,
6474682,6912994,11734,202075138,0,2332061,84078,0,158885,219143,1,1837,
5441835,5765150,9490,140573477,0,1835748,47832,48397,0,170306,0,1278,
6849307,7492474,11763,200465019,0,2709660,0,173169,0,315817,0,1822,
6527812,7052008,11071,173321908,0,2730553,0,55560,0,319354,0,1575,
7083172,7894053,12541,238868970,0,2676521,0,148911,239085,270369,0,2171,
4451044,4919852,8488,143785312,0,1124661,0,42789,261999,8161,0,1307,
7169393,7486543,11903,212464914,0,2388980,192291,0,113673,243410,0,1931,
9305189,9912114,15476,330981933,0,2874520,288136,234576,196170,310320,0,3008,
5721090,5925837,9980,193426241,0,1003855,234429,93045,189527,0,0,1758,
4415877,4845792,8493,138894856,0,986163,9259,149294,126125,7734,0,1262,
7105904,7834392,12454,237669964,0,2519266,40059,189737,169928,255691,0,2160,
6173602,6772695,12387,216718806,0,2191081,0,200118,72836,195313,1,1970,
6268211,6911457,11276,196381731,0,2399239,0,0,272401,218695,0,1785,
5931504,6351537,10324,146435276,0,2445870,0,0,0,271962,0,1331,
6021156,6531530,10805,166061364,0,2389474,0,0,116552,243086,0,1509,
6351832,6782249,11295,208427407,0,1607434,138785,284692,0,132114,0,1894,
7402854,7636787,12310,231078770,0,2004727,275834,160165,0,198281,0,2100,
6179163,6934423,11366,219452119,0,2016087,0,148880,302360,149809,0,1995,
6991101,7190394,11601,211077047,0,1910369,252806,114789,5147,181738,0,1918,
7000953,7709777,11894,216880561,0,2650789,0,253518,0,305977,0,1971,
4822119,4894199,8667,134881376,0,908478,178846,0,94781,0,0,1226,
8273773,8585776,14845,290084411,0,2691489,289213,0,212239,255401,1,2637,
7392376,7794751,12166,221357955,0,2624278,164561,0,136810,278754,0,2012,
5211516,5303253,9148,152337867,0,1045163,202150,0,122111,18201,0,1384,
5984225,6562800,10895,223802070,0,1257772,107746,318259,165058,46324,0,2034,
5971733,6654988,10981,218961390,0,1551509,40194,288779,189560,91194,0,1990,
7628284,8121691,12667,239697178,0,2738055,155761,0,215430,284571,0,2179,
5664550,6251725,10126,179483432,0,1700999,0,286718,0,147787,0,1631,
7960885,8562854,13191,277563835,0,2488666,186943,171305,221506,241935,0,2523,
6888064,7306412,11567,197873731,0,2538996,109348,0,105887,269734,0,1798,
7574227,8155622,12866,246694363,0,2573887,129936,161488,124084,272420,0,2242,
6786836,7088460,11519,199332115,0,2147900,175833,53409,59458,212301,0,1812,
5664128,5988032,9714,170504286,0,1625632,114012,11044,170871,106777,0,1550,
4317074,4677184,8133,120056134,0,1077857,0,133450,36516,37983,0,1091,
4620568,5112898,8914,150443298,0,954048,0,314395,0,23364,0,1367,
4710641,4915853,8716,139486240,0,899448,120822,87468,85783,0,0,1268,
5136370,5671690,9614,164046534,0,1374794,0,252587,43374,86215,0,1491,
5660962,6054628,9989,138555347,0,2256468,0,4865,0,240410,0,1259,
4842260,5126303,8808,136649749,0,1269394,70968,32775,110686,57495,0,1242,
5704281,6167794,10254,208065572,0,1148553,134447,194154,231099,17154,0,1891,
6499547,6948813,10902,167502782,0,2707143,25738,0,12034,313460,0,1522,
5639898,6082345,9764,169949907,0,1843609,52058,0,206458,137171,0,1545,
6186289,6496920,10431,177464695,0,1991232,129528,0,110106,177805,0,1613,
4409657,4860636,8827,153014635,0,858021,0,302177,0,0,1,1391,
8335445,8801557,13806,274813803,0,2531602,243433,270907,0,285988,0,2498,
7236601,7469080,11996,228214363,0,2047821,273652,0,177157,175958,0,2074,
7709881,8408637,13383,292994272,0,2044165,180525,313385,243573,164143,0,2663,
5845529,6322349,10271,157640994,0,2293795,0,0,96402,230540,0,1433,
4949985,5603146,9681,186991674,0,1129065,0,180262,314768,0,0,1699,
