DWT_LSUCNT,DWT_CPICNT,DWT_EXCCNT,DWT_CYCCNT,DWT_SLEEPCNT,DWT_FOLDCNT,LSU_stim,CPI_stim,FLD_stim,EXC_stim,LEGIT,TIME,METADATA
5231768,5836373,8935,145638192,0,1381791,100420,105578,0,94674,0,1324,
4355404,4978051,8059,101380558,0,1352058,0,29067,0,89797,0,921,
6950944,7814884,11528,213499392,0,2346827,95167,202031,0,255345,0,1940,
4694833,4994325,7747,119186930,0,813335,206641,0,0,0,0,1083,
5770997,6411100,9487,203619051,0,920589,213334,239433,106418,0,0,1851,
4248350,4836408,7902,93770466,0,1338398,0,0,0,87527,0,852,
3451063,3956633,6500,68682539,0,812766,0,0,0,0,0,624,
4894922,5235729,7847,133248557,0,828466,216196,33967,15015,0,0,1211,
7429332,8726370,12430,270874612,0,2665418,0,255456,274740,262576,0,2462,
4863428,5427627,8228,147235972,0,855657,132337,184626,0,7013,0,1338,
6303554,7113935,10938,158586017,0,2696254,0,0,0,313650,0,1441,
7121632,7717391,11093,247626279,0,1536734,317333,130421,186163,89296,0,2251,
4398384,4839987,7920,103979174,0,1038357,100422,0,0,37513,0,945,
6112710,7080361,10674,189672054,0,2147230,0,171263,85146,207947,0,1724,
4535816,5086507,8116,130378939,0,893620,105019,70374,80124,0,0,1185,
5848015,6774638,10201,177606678,0,2107084,0,66699,162786,188341,0,1614,
5732809,6489314,9360,210694039,0,960469,169242,274126,146294,0,0,1915,
4683832,5305421,8362,120141386,0,1328038,37800,73687,0,85753,0,1092,
7324900,8603888,12567,266530130,0,2583754,0,274274,248927,253261,0,2423,
5679086,6451560,9567,208891878,0,1013225,158543,224784,199030,0,0,1899,
6920923,8116979,11912,245122328,0,2422503,0,228167,234940,228764,0,2228,
5905987,6828586,10382,183262462,0,1885828,12071,252466,0,178586,0,1666,
4811790,5520929,8676,124484438,0,1529249,0,90273,0,119282,0,1131,
4960761,5810639,10308,173986976,0,1456847,0,89071,233334,46409,1,1581,
7148832,8021418,11578,241025286,0,2292908,156607,22997,302412,195941,0,2191,
4997146,5243522,7948,131413276,0,813438,256666,0,0,0,0,1194,
5650650,6090523,9429,159050421,0,1299692,209198,66973,0,80957,0,1445,
5631192,6545961,9866,174265879,0,1783897,0,220825,33344,156071,0,1584,
5038445,5274155,8001,133065465,0,813522,263427,0,0,0,0,1209,
4443821,5058311,8128,100025934,0,1469431,0,0,0,109348,0,909,
4951592,5556166,8360,156991583,0,934680,131767,113374,120984,0,0,1427,
8200295,9096660,13092,268195171,0,2662400,189515,271332,0,307835,0,2438,
6016494,6505310,9518,204887697,0,863850,290777,222432,49655,0,0,1862,
6048387,6720945,9558,221047261,0,1046386,233219,166260,232091,0,0,2009,
7515813,8078518,12847,212952990,0,2622931,225341,0,0,293922,1,1936,
4893579,5493792,8742,127543897,0,1375365,64061,68370,0,93626,0,1159,
6850856,7907552,11713,214017113,0,2804425,0,0,262398,287878,0,1945,
5002070,5426230,8291,145466761,0,891982,197689,40503,78411,0,0,1322,
4795530,5568548,8618,137738578,0,1331771,0,185060,0,86356,0,1252,
4645992,5455109,8177,156526685,0,897907,31832,250156,84285,0,0,1423,
4901438,5699667,8796,143097138,0,1575009,0,0,198537,93794,0,1300,
6202659,7212096,10737,199737679,0,2021363,0,306593,0,201150,0,1815,
6416562,7021713,10199,235472778,0,1020105,295670,189257,205594,0,0,2140,
5068526,5676018,8669,163329212,0,1048325,145709,12038,234557,0,0,1484,
5674341,5991905,8959,173438367,0,813935,308429,122701,0,0,0,1576,
6299613,6711148,9974,171815236,0,1732058,242563,0,0,152978,0,1562,
7896377,8693838,14246,273047852,0,2677496,213470,0,285392,240905,1,2482,
7348642,8020087,11556,237402318,0,2154639,246532,35729,187390,192061,0,2158,
5683957,6429247,9960,139098743,0,2287948,0,0,0,245662,0,1264,
5106604,5607387,9361,156124712,0,1435455,0,220656,26763,99121,0,1420,
5539031,5863164,9914,193002590,0,963458,174691,192630,149160,0,0,1754,
6104352,6242382,10569,208706960,0,1094814,299165,0,280308,0,0,1897,
4638521,4601434,8109,116727690,0,817601,193298,0,4200,0,0,1061,
5518575,5661873,9476,178055921,0,1035717,231250,0,221617,0,0,1618,
6557707,6894309,11215,216596911,0,1785163,203578,0,271343,116515,0,1969,
5372565,5827521,9562,148972065,0,1939690,0,0,139390,164394,0,1354,
6987635,7412686,12160,270189130,0,1284523,281744,230180,288702,30081,0,2456,
6513625,6773967,11217,231929617,0,1068077,283716,283632,73607,29933,0,2108,
5297244,5395982,8988,140044368,0,1339719,165014,0,31871,82346,0,1273,
6224839,6816375,11532,198623696,0,2440827,0,0,221074,226854,1,1805,
3738801,3925917,7246,86064693,0,813072,18783,54289,0,0,0,782,
5687800,5896353,9922,154052070,0,1687927,136350,0,54787,136515,0,1400,
6229495,6835527,10911,188840462,0,2366680,0,53130,174749,229571,0,1716,
7421015,8229253,13269,267074313,0,2391813,65546,301753,182785,232242,0,2428,
4621142,4970919,8545,120133067,0,1475372,0,0,104564,92875,0,1092,
5211773,5464490,9398,169801125,0,1071720,162135,0,257699,0,0,1543,
5861670,5970414,10002,177151905,0,1170341,241025,136786,0,59361,0,1610,
4625434,4667243,8159,122109042,0,813439,166465,54071,0,0,0,1110,
4345152,4708556,8040,121630462,0,1198266,0,27119,147545,39551,0,1105,
4111163,4211268,7482,99301594,0,846557,88919,4544,33431,0,0,902,
6665061,7171081,11291,180721178,0,2698723,24618,67716,0,314023,0,1642,
5918660,6494899,10559,179252196,0,2210502,0,0,230006,194346,0,1629,
6321377,7102642,12172,239245096,0,1967036,0,279768,201755,151045,1,2175,
4541942,4985547,8715,148796692,0,1124958,23865,0,311128,0,0,1352,
6926056,7648978,12396,218155658,0,2602260,0,225169,54196,288838,0,1983,
5246065,5905426,10108,190819394,0,1260694,0,281547,175412,45149,0,1734,
8424876,8939299,14147,288332130,0,2724440,250495,37261,305396,267200,0,2621,
4840140,5196311,9102,157951789,0,1099841,86059,0,285873,0,0,1435,
6339539,6650335,10967,213003267,0,1286531,214849,290172,0,78642,0,1936,
6081196,6669489,10843,183147402,0,2306028,0,22130,198876,215449,0,1665,
4709061,4808918,8419,128064113,0,966284,148041,0,84043,11452,0,1164,
5058897,5343691,9061,164381386,0,1078497,133253,0,264547,0,0,1494,
4846519,5268173,8971,137531364,0,1379759,0,175487,0,94335,0,1250,
4096657,4332419,7714,108966499,0,903713,42653,35176,90402,0,0,990,
4764645,5158440,8936,144407815,0,1366669,0,164694,0,84819,1,1312,
5421841,6083278,10164,193328963,0,1527781,0,151878,283925,71573,0,1757,
7412118,7640897,11968,204958197,0,2574600,214402,0,0,293308,0,1863,
7678074,8224873,12894,251654063,0,2648176,156843,46178,241197,265273,0,2287,
8205370,8876824,14115,305180616,0,2333908,214107,253572,266876,208514,0,2774,
5628544,6089393,10444,208314599,0,941360,139136,315266,126780,0,0,1893,
5414846,5826362,9586,139981833,0,2000926,0,35177,33241,192307,0,1272,
4903519,5360299,9074,146981623,0,1525001,4394,0,226755,80737,0,1336,
5803454,6482904,10871,224986510,0,1304256,62020,270081,278178,35206,0,2045,
7203644,8118791,12943,261563985,0,2534402,0,241117,277824,240177,0,2377,
5778734,6377506,11256,195946722,0,1922650,0,143206,157383,151094,1,1781,
7044302,7327149,11916,236190287,0,1836813,269769,0,276373,124228,0,2147,
5064427,5418058,9383,169950891,0,1124297,111282,0,310239,0,0,1545,
7824114,8331164,13409,256923804,0,2672567,188752,0,279648,262903,0,2335,
4956752,5288007,8847,123534960,0,1660879,10326,50356,0,141210,0,1123,
4552715,4756262,8231,110024337,0,1290875,53792,0,29158,74722,0,1000,
4397527,4692718,8231,106627449,0,1372176,0,0,59772,83170,0,969,
6906321,7604088,11957,221155572,0,2718798,20339,0,296141,267949,0,2010,
6017314,6549911,10611,171023036,0,2352946,0,0,151536,231176,0,1554,
5414664,5933645,10051,188294857,0,1324424,62936,155734,223260,47794,0,1711,
6796103,7145121,11535,205613134,0,2203047,165933,0,157859,205078,0,1869,
4329085,4520679,9529,140573304,0,1070717,61487,0,126023,0,1,1278,
5868850,6289674,10288,184760180,0,1777114,97970,0,241815,120162,0,1679,
8329933,8930349,14163,316322037,0,2122901,276272,272448,274777,172011,0,2875,
4616701,5050550,8717,138276240,0,1117550,0,230911,0,50643,0,1257,
6450241,6554266,10792,208778686,0,1327395,310078,32774,167849,57495,0,1898,
5312566,5527602,9434,146130557,0,1416087,120381,53585,34615,94590,0,1328,
5624339,6126068,10196,165768752,0,1996618,11938,4314,192310,165007,0,1507,
6536757,7071255,11328,175744363,0,2776438,0,0,70623,315225,0,1597,
6964870,7638482,11959,208991933,0,2926105,0,0,206902,317391,0,1899,
6843473,7145169,11910,247413846,0,1405417,292560,98019,290971,49891,0,2249,
6975800,7887199,12979,271091738,0,2290715,0,314901,243499,197915,1,2464,
4834675,5169981,8823,154613037,0,1113637,87568,0,263058,6120,0,1405,
5716077,5843767,9637,187479455,0,1046872,258983,0,232665,0,0,1704,
4809270,5077071,8842,149807316,0,1040666,110539,0,226862,0,0,1361,
6460133,6999028,11557,229260294,0,1743943,131223,126530,281964,107839,0,2084,
7874601,8141737,12942,255428130,0,2292661,309429,0,212597,210788,0,2322,
6611723,7024215,11584,257466601,0,1100830,264392,233756,285718,0,0,2340,
7291457,7897706,12627,238183468,0,2646591,101595,0,299422,255327,0,2165,
7826579,8251768,13011,285650098,0,1925272,302364,145711,288926,136796,0,2596,
4089706,4389511,7654,105253985,0,1111298,0,0,117620,30065,0,956,
6618491,7249099,12931,258600355,0,1925609,77890,290400,145428,139001,1,2350,
5422715,5452447,9277,163900582,0,948177,258889,0,134271,0,0,1490,
4607864,5117617,8839,154266388,0,947309,0,284453,59031,12406,0,1402,
5886426,6457064,10549,178148363,0,2189403,0,0,229490,190926,0,1619,
4367202,4658139,7978,105798215,0,1289869,0,60795,0,79423,0,961,
5508522,6093276,10138,187998338,0,1583251,26538,112276,257887,85170,0,1709,
5483985,5834798,9979,169046606,0,1324628,103960,198332,17166,82217,0,1536,
4721691,5214669,8989,151423128,0,1349109,0,0,299411,39297,0,1376,
6087679,6681758,11002,192218986,0,2105178,20416,91587,183516,184508,0,1747,
5638865,6065843,10093,175674683,0,1718799,75104,0,238078,111083,0,1597,
4486882,4852427,8440,139928130,0,1068007,43169,0,254376,0,0,1272,
5831268,6558351,10523,210938088,0,1762029,0,158765,308854,106430,0,1917,
6452719,7020001,12962,225167926,0,2459777,33291,0,257517,209333,1,2047,
5740553,6142689,9825,140492851,0,2321317,0,0,0,251232,0,1277,
4225848,4429553,7648,113481826,0,932262,67581,0,118990,0,0,1031,
5337807,5800714,9512,150256787,0,1744248,0,155948,0,155045,0,1366,
4471084,4961527,8617,148789183,0,856923,0,292296,43165,0,0,1352,
7210592,7700348,12167,246509907,0,2136184,185265,83228,259409,176936,0,2241,
7074414,7580306,12235,226743372,0,2348945,130452,81599,175138,226462,0,2061,
6580511,7362750,11832,238962268,0,2023241,27378,262858,225130,163837,0,2172,
5406643,5591068,9619,175138806,0,814112,205414,235809,0,0,0,1592,
5214241,5613358,9492,181572200,0,949037,112552,222570,134915,0,0,1650,
6055751,6425325,10410,152493468,0,2371062,39412,0,0,259491,0,1386,
4447333,4840782,8525,138328872,0,847053,25997,258572,0,5558,0,1257,
4998195,5350696,10386,182783696,0,1118649,90897,86407,216580,0,1,1661,
6137645,6708316,10888,179652462,0,2400899,0,0,184643,233629,0,1633,
6634822,6948977,11576,239564626,0,1197683,271364,252588,135709,41161,0,2177,
4433882,4698524,8277,129254214,0,813560,70252,182140,0,0,0,1175,
6895276,7632902,12234,221717909,0,2778720,0,0,310098,275597,0,2015,
4365064,4808717,8276,137649730,0,851628,0,281348,0,6333,0,1251,
4811850,4881503,8315,134557536,0,909467,176424,0,95901,0,0,1223,
5362502,5855197,9915,191267667,0,1041009,84910,295150,107211,19912,0,1738,
6951925,7719989,12241,235678771,0,2595874,17575,72749,315266,244238,0,2142,
5734004,6356206,10397,187473065,0,1739623,0,251770,75762,141571,0,1704,
4917510,5375728,9369,154519694,0,1254689,21592,167997,101709,56498,0,1404,
8188027,8816269,14409,282569046,0,3052727,148961,0,316854,312707,1,2568,
4338280,4732686,8387,127047637,0,1181545,0,0,213896,25681,0,1155,
4176259,4549885,7977,124085963,0,1040223,5427,0,226735,0,0,1128,
6111207,6590311,10554,160278793,0,2510201,0,0,56233,273290,0,1457,
6462485,6955532,11392,223136480,0,1669947,140741,211193,150513,117437,0,2028,
5412818,5455602,9299,164356305,0,955664,253466,0,141714,0,0,1494,
6086352,6668664,10865,182003948,0,2318256,0,21251,190956,218811,0,1654,
4487897,4864136,8468,124908872,0,1159047,0,166773,0,57579,0,1135,
4849884,5271451,8937,163858592,0,875052,64321,271609,61129,0,0,1489,
5007478,5400685,9101,132726499,0,1636866,0,91890,15271,134638,0,1206,
6443735,7037072,11151,187296759,0,2612124,0,5069,165560,272001,0,1702,
5409525,5957288,9808,169072753,0,1834549,0,0,270541,124978,0,1537,
8605276,9042768,14148,323552306,0,2546773,299114,172418,195060,234043,1,2941,
6385721,6985103,11278,188050673,0,2560653,0,0,188666,259567,0,1709,
5791064,6517463,10760,209180187,0,1736280,0,158812,306053,102598,0,1901,
6454451,6975572,11279,190343578,0,2436570,46509,0,172241,241627,0,1730,
4736816,5161454,8757,136912037,0,1267164,0,195363,0,75574,0,1244,
5764752,6363206,10362,182544308,0,1768027,0,286143,0,158945,0,1659,
4728563,5153303,8701,136866205,0,1456838,0,0,196532,74438,0,1244,
6569269,7228530,11594,201309242,0,2459677,0,171968,68227,262782,0,1830,
5184991,5568546,9242,132246370,0,1823478,0,64873,0,168282,0,1202,
6433920,6940845,10948,168680457,0,2734937,0,0,44082,312749,0,1533,
7173835,7439063,11836,195272606,0,2569487,175769,0,0,292460,0,1775,
5723208,5880523,10774,200489283,0,1110919,243245,0,252143,0,1,1822,
5567342,5691200,9589,179248012,0,840206,242520,188995,26095,0,0,1629,
3948105,4242766,7575,102647354,0,875397,0,130316,0,10367,0,933,
5327061,5796299,9920,192958806,0,920326,102238,309578,105998,0,0,1754,
4054887,4382854,7748,111009492,0,1042398,0,0,164844,10701,0,1009,
5808465,6300196,10183,160941271,0,2159758,0,78658,48765,216143,0,1463,
4325829,4541544,8331,119406135,0,884035,75069,65549,70541,0,0,1085,
5180520,5595269,9292,165736590,0,1143666,67555,271493,0,54944,0,1506,
5344864,5898555,9682,168792314,0,1779285,0,0,282854,113718,0,1534,
7174049,8146447,13083,273808806,0,2352547,0,314008,296021,206817,0,2489,
5485783,5943254,9805,150870846,0,2024434,0,0,128191,180372,0,1371,
6458194,6655784,11123,213233468,0,1227195,272147,244479,0,68752,0,1938,
4753515,5060196,8654,149626244,0,1058367,92396,0,244628,0,0,1360,
7000812,7451082,13583,238984203,0,2447390,115922,100348,101974,233180,1,2172,
4979878,5160131,9034,151957225,0,1000093,159148,0,186216,0,0,1381,
5892324,6125446,10237,168187003,0,1609099,152836,101822,0,132482,0,1529,
6874557,7542698,11984,206813437,0,2860754,0,0,211819,305684,0,1880,
6147122,6266229,10677,209757613,0,1088912,309270,0,274381,0,0,1906,
8426228,9031674,13930,283463102,0,2744832,189194,274434,56764,312053,0,2577,
4139242,4455458,7778,109030022,0,1128675,0,0,132999,30393,0,991,
5650199,6213098,10227,173795184,0,1881481,0,130832,120065,157859,0,1580,
7101767,7531174,12223,252479541,0,1787227,233956,119897,269667,117053,0,2295,
7295462,7546164,12178,232595740,0,1880845,274170,186943,7464,176392,0,2114,
4900400,5105424,9096,138325181,0,1329283,83004,61949,0,78626,1,1257,
4466143,4824309,8258,121084773,0,1333888,0,0,144782,62605,0,1100,
5572969,6151185,10088,176686370,0,1638252,0,287555,0,137330,0,1606,
4963514,5286973,9341,162125775,0,814024,109876,278992,0,0,0,1473,
9158998,9802890,15454,337123769,0,2732094,288225,206752,298381,269542,0,3064,
3966125,4175014,7490,84936986,0,1141298,0,0,4071,54023,0,772,
5908344,6065428,10054,199869227,0,817971,271099,268388,3656,0,0,1817,
6172782,6841496,11305,199854821,0,1976364,0,316955,0,193600,0,1816,
6031034,6182105,10547,205783949,0,814510,286700,280825,0,0,0,1870,
5468398,5637140,9479,177264308,0,814087,217774,232068,0,0,0,1611,
4554577,4835533,8243,105408021,0,1518721,0,0,16868,114749,0,958,
6837163,7526646,11856,211075594,0,2549490,0,249476,0,289102,0,1918,
7359135,7578958,12574,224681833,0,2337740,237275,64212,0,246452,1,2042,
6368269,7037621,11333,202415305,0,2155669,0,291853,0,223497,0,1840,
6006989,6604444,10679,184493846,0,2006138,0,246784,0,198618,0,1677,
5786492,6168227,10286,165388147,0,1797757,70284,136773,0,163919,0,1503,
7247928,7701513,12416,241777402,0,1964338,190379,300174,0,191531,0,2198,
5866096,6415620,10510,172785391,0,2011080,0,196878,0,199455,0,1570,
5591802,6136926,10069,169399661,0,1936605,0,55930,176948,157574,0,1540,
6429261,6679323,10832,213325458,0,1545416,245039,0,261133,78277,0,1939,
6099575,6651761,10763,175626499,0,2393901,0,0,165357,235692,0,1596,
6532513,7105169,11212,186745323,0,2670748,7777,0,144477,285288,0,1697,
3852684,4135933,7561,99426547,0,813177,0,129277,0,0,0,903,
4313151,4728106,8864,145230776,0,1053808,0,73502,196178,0,1,1320,
4009141,4306571,7674,103084532,0,1055738,0,0,120139,20392,0,937,
5967393,5996041,10243,189163804,0,900631,309882,170518,0,14380,0,1719,
5280401,5595923,9648,175021568,0,971527,138704,208824,78942,13077,0,1591,
3929341,4203061,7265,98765409,0,923521,0,91893,15719,15787,0,897,
6377151,6940768,11058,180381900,0,2604552,0,0,137688,275391,0,1639,
7371005,7581892,12173,236774308,0,1814515,303179,185720,10327,164864,0,2152,
5045371,5362843,9017,166171215,0,1042004,121959,55492,228061,0,0,1510,
5156473,5131913,8845,145329932,0,881798,247738,0,68090,0,0,1321,
5336431,5832077,9550,157555757,0,1836133,0,11857,195197,137826,0,1432,
4824263,4995178,8679,143126864,0,813690,144350,164439,0,0,0,1301,
4677129,5096041,8855,135219217,0,1224996,0,196717,0,68538,0,1229,
5216027,5955609,10088,208070727,0,1082364,0,315217,267858,0,0,1891,
5810916,5987278,10630,184180497,0,1356383,189427,135972,4512,82273,1,1674,
6367102,7016936,11328,198302096,0,2261030,0,213532,50121,232700,0,1802,
5888501,6454533,10471,177180078,0,2198253,0,0,222230,193612,0,1610,
7540937,7910840,12488,255217540,0,1930319,262606,241432,59908,175860,0,2320,
6759342,7205664,11712,213736587,0,2218832,136750,0,233577,195061,0,1943,
5870882,5875247,9766,158096002,0,1419920,248224,0,0,100989,0,1437,
5453459,5755747,9843,183107909,0,1192987,162345,0,296689,13677,0,1664,
5256478,5521536,9227,135963630,0,1675365,69314,0,48970,135428,0,1236,
4751382,5170738,8878,135987598,0,1379840,0,100908,85087,80173,0,1236,
5756070,5890681,10004,189874411,0,1054245,261631,0,239965,0,0,1726,
7927219,8906913,14690,294435573,0,3022629,0,256088,256412,317692,1,2676,
6633657,6934579,10982,191596490,0,2176576,160409,0,98296,210637,0,1741,
4949039,5363031,9259,136300431,0,1604612,0,47633,97264,115589,0,1239,
7914645,8922806,13912,287399382,0,2996705,0,227376,314633,311038,0,2612,
8697878,9200783,14231,296935411,0,2664679,271684,202880,131269,286252,0,2699,
5639530,5774506,9922,183651653,0,1042153,248034,0,227856,0,0,1669,
4409708,4747960,8340,116498464,0,1189074,0,125632,0,62599,0,1059,
5027490,5512827,9440,152213918,0,1548368,0,64183,173695,93447,0,1383,
5573047,5925391,10172,197178701,0,1124939,168172,55347,310542,0,0,1792,
6502224,6892835,11324,224499503,0,1584917,197285,118190,222892,91204,0,2040,
6700208,7100503,11315,192365391,0,2411747,109841,0,108220,248149,0,1748,
5060637,5322632,9599,173304308,0,1107388,134691,0,249436,0,1,1575,
6957056,7327547,11711,213250554,0,2105563,169536,174056,0,215122,0,1938,
6483321,6745292,10955,221135757,0,1391452,255435,109250,190551,64364,0,2010,
5812366,6407131,10603,182881262,0,2092053,0,0,278480,166521,0,1662,
5597471,5789844,9787,160802074,0,1471987,161630,0,111618,91043,0,1461,
4163109,4428693,7758,114865573,0,872529,40230,93458,59234,0,0,1044,
4281570,4430970,7760,112148680,0,901367,92391,0,88092,0,0,1019,
5653849,6325451,10294,197291495,0,1668092,0,187310,225356,104720,0,1793,
4927797,4932122,8573,135441166,0,876854,212028,0,63243,0,0,1231,
5032063,5376068,9253,164199263,0,1167689,102043,0,281186,12079,0,1492,
5277428,5586607,9499,177883067,0,866925,149844,251182,52821,0,0,1617,
5057282,5362243,9114,165864710,0,1091651,126434,0,277705,0,0,1507,
7501598,7922642,13007,243644864,0,2625697,174067,0,188063,263053,1,2215,
5192369,5420395,9485,166767774,0,1053528,167562,0,239488,0,0,1516,
8076412,8391317,13318,257523091,0,2426196,286237,112093,79804,255160,0,2341,
5814589,6098768,10106,162789709,0,1721477,114914,95553,0,151227,0,1479,
5049503,5425001,9058,129424888,0,1711961,0,75323,0,149711,0,1176,
3953145,4244204,7607,101853749,0,1014627,0,0,123969,12899,0,926,
7393799,7663150,12666,255169694,0,1840765,318018,0,312953,118747,0,2319,
6259975,6369388,10699,208784117,0,1137915,309924,53642,189244,22347,0,1898,
5689431,5947731,9805,180893312,0,1287139,175640,80780,143772,54863,0,1644,
3805271,4039473,7206,88892278,0,935634,0,38463,27917,15780,0,808,
4512809,4828152,8304,112472648,0,1432915,0,0,75144,90723,0,1022,
7945663,8206901,12777,236668680,0,2644359,265124,0,83499,290944,0,2151,
6350049,6951457,11397,201126167,0,2327096,31333,0,275189,206201,0,1828,
5190229,5136203,9130,144909254,0,866854,260737,0,53062,0,0,1317,
4339199,4697336,8191,131572548,0,1047963,28559,0,234391,0,0,1196,
7043071,7312629,11626,197260685,0,2399101,181552,21992,17988,261073,0,1793,
7413626,7786558,12274,212080891,0,2662496,156673,71179,0,307929,0,1928,
8096906,8419241,13446,253979042,0,2470201,272409,157813,10861,273983,0,2308,
6058941,6686976,10952,190894876,0,2253898,0,0,279980,193224,0,1735,
7212687,7969378,12486,228651826,0,2874871,0,134301,154548,317533,0,2078,
6403229,7023760,11064,192373731,0,2546296,0,0,214799,252822,0,1748,
4344757,4413159,7816,109272042,0,855279,125739,0,42031,0,0,993,
6006419,6135981,11936,220630238,0,1043777,260309,237990,0,16212,1,2005,
5767892,6225408,10056,152519258,0,2261260,0,0,77775,228229,0,1386,
7101739,7634860,12302,267745963,0,1669841,216283,197275,304497,91663,0,2434,
6256497,6865921,11169,189664869,0,2436170,0,0,228121,232245,0,1724,
6878265,7624994,12021,223272782,0,2482408,0,269318,55613,268632,0,2029,
4965435,5594698,9470,181799037,0,1105860,0,252886,202699,14828,0,1652,
6222728,6774459,11010,176642074,0,2348382,0,145707,0,255647,0,1605,
7043452,7220795,11240,196437815,0,2261009,228192,0,16090,238388,0,1785,
5548771,6080519,10108,166372070,0,1752452,0,221668,0,156377,0,1512,
4669861,4948051,8674,126027778,0,1185211,49234,115968,0,61934,0,1145,
6536010,6815446,11329,231866547,0,1230553,273268,178009,178048,39609,0,2107,
7949265,8219370,14166,271997687,0,2592132,272326,0,164174,246830,1,2472,
6317834,6446639,10549,174665303,0,1783267,216044,29616,0,161495,0,1587,
5306257,5620224,9717,179735532,0,814190,151429,310121,0,0,0,1634,
4458244,4908498,8599,140224780,0,1083986,0,111696,167462,17145,0,1274,
4694668,4828939,8554,132970488,0,936851,143190,0,123202,0,0,1208,
6134478,6470473,10481,156337747,0,2323458,64464,0,0,251541,0,1421,
5369254,5474937,9187,161776848,0,928777,214566,147729,0,19146,0,1470,
6744755,7359458,11637,193938793,0,2790799,0,45785,104839,311879,0,1763,
6117522,6444276,10507,175240023,0,1881923,115175,115311,0,177935,0,1593,
6851360,7489337,11675,199948461,0,2889130,0,0,168898,317583,0,1817,
4115691,4210326,7453,98817213,0,845483,92461,0,32336,0,0,898,
3966421,4149951,7244,98094780,0,890624,45211,0,77557,0,0,891,
6314047,6823109,11072,171132103,0,2584946,7907,0,84197,281055,0,1555,
5334637,5669371,10464,144692306,0,2087470,0,0,0,197696,1,1315,
6477232,6850457,10862,167160948,0,2554530,63605,0,0,290031,0,1519,
4928926,4980887,8328,131370669,0,987688,176596,47656,0,29028,0,1194,
7866545,8828333,13746,284032497,0,2848940,15631,299648,223668,301576,0,2582,
6519500,6725480,11085,222670685,0,1113055,288766,289721,0,49717,0,2024,
5300806,5340639,9186,155540589,0,871697,235422,111771,0,9637,0,1414,
5495902,6035483,9949,199934584,0,1103313,78671,313689,121718,27867,0,1817,
7021101,7495954,12028,211943501,0,2556005,110456,0,173700,261235,0,1926,
6643584,6813513,11203,186095883,0,2024656,214826,0,38071,195348,0,1691,
4529077,4942554,8718,145838980,0,975654,32281,128269,161912,0,0,1325,
5585570,5493835,9450,163127292,0,885323,317364,0,71343,0,0,1483,
4751544,5147656,9252,144993067,0,1514745,0,0,171909,80827,1,1318,
7695469,8230680,12973,244982861,0,2796523,145776,0,241208,289995,0,2227,
5948489,6545918,10607,183500814,0,1955617,0,252711,0,190204,0,1668,
4793155,5164270,9125,156815347,0,900561,74657,206171,86595,0,0,1425,
6432898,7097026,11215,202279845,0,2230140,0,276428,0,235908,0,1838,
5930168,6475970,10513,172319483,0,2268387,0,0,179372,212450,0,1566,
6083721,6584468,10599,164400621,0,2457192,0,0,90966,258661,0,1494,
4704726,4996392,8481,138088942,0,1169214,72121,0,182617,28830,0,1255,
8062853,8429996,13237,252451665,0,2532912,246256,174300,0,286253,0,2295,
4065872,4335052,7527,98683067,0,1135185,0,0,77337,40785,0,897,
6015471,6390835,10438,169943991,0,1956376,80255,113966,0,190357,0,1545,
4814035,5173360,8988,157134011,0,975947,80999,125576,162046,0,0,1428,
6519673,7174119,11929,216510693,0,2554047,6487,0,278005,236173,1,1968,
4908777,5193102,8818,156346576,0,813853,116540,248049,0,0,0,1421,
5693090,6221673,10375,166924316,0,1902307,0,194081,0,181344,0,1517,
7133264,7904894,12470,231179545,0,2754294,0,167701,156080,297176,0,2101,
8625360,9108603,14216,286964485,0,2634882,258089,286122,0,303172,0,2608,
5291141,5400023,8959,140589405,0,1303616,161854,38204,0,81652,0,1278,
7287947,7574991,12307,252010326,0,1829518,301889,0,319809,115749,0,2291,
5922570,6123258,10281,204091746,0,1118453,257022,0,304055,0,0,1855,
5822793,6508851,10730,201647239,0,1868657,0,105042,300900,125531,0,1833,
5002351,5185016,8860,133607909,0,1244388,112067,71689,0,71783,0,1214,
7190381,7878453,13814,253788363,0,2940555,24816,0,297950,282613,1,2307,
4788383,4737808,8251,123753710,0,813469,214340,12062,0,0,0,1125,
4592936,4987071,8626,129610418,0,1386503,0,0,176193,66113,0,1178,
5188516,5349795,9049,132920497,0,1466609,116732,0,24629,104712,0,1208,
5786182,5862087,9861,173747588,0,1166259,252674,56525,68655,47245,0,1579,
6947480,7297560,11726,232716879,0,1820430,229264,102626,185742,136629,0,2115,
5311052,5808791,9939,194374027,0,991603,90669,256063,177233,0,0,1767,
5327930,5594988,9698,177307613,0,1095670,169512,0,281522,0,0,1611,
5716570,5985053,10062,173796787,0,1366927,151785,157314,21666,88506,0,1580,
6483011,6851736,11277,209382571,0,1632421,171001,250796,0,136286,0,1903,
6669514,6747192,11247,196983949,0,1703872,289579,0,79556,134944,0,1790,
8588761,9074284,15581,317601147,0,2822838,259016,66143,279045,266087,1,2887,
5200936,5591426,9442,154899955,0,1560216,51907,0,198731,91253,0,1408,
7126219,7400357,11867,214909263,0,2232001,220481,0,129617,214584,0,1953,
5865066,6292721,10069,187070342,0,1760556,97394,0,258719,114594,0,1700,
5630707,6188496,10101,173026035,0,1953242,0,48317,201238,156296,0,1573,
